author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Inouye,Daniel Ken,Elliott,Lawrence,N/A,N/A,Journey to Washington.,1967,1967,N/A,"Prentice-Hall, Inc.","Englewood Cliffs, New Jersey",297 p.,N/A,N/A,N/A,N/A,"Born of Japanese parents in the Territory of Hawaii, he served in Europe during World War II, receiving the Congressional Medal of Honor. Later he worked for Hawaiian statehood, served as U.S. Representative and then as U.S. Senator.","U.S. Senator, U.S. Representative",1924,N/A,Territory of Hawaii,N/A
Ireman,Allan H.,N/A,N/A,Finch,Joyce H.,As I remember: recollections.,1979,1979,N/A,Cornell University Libraries,"Ithaca, New York",131 p.,N/A,N/A,N/A,N/A,"Ireman recounts a joyous life in and around Ithaca and Cornell University where he lived and worked. His illustrious family had helped to settle this area. A Cornell graduate, he practiced law in Ithaca until his retirement. His love of life and music, of the natural splendors around Ithaca, and his philanthropic services are all well reported in this book.",Lawyer,1899,1977,N/A,N/A
Irigaray,Louis,Taylor,Theodore,N/A,N/A,"A shepherd watches, a shepherd sings.",1977,1977,N/A,"Doubleday & Company, Inc.",New York,300 p.,N/A,N/A,N/A,N/A,"He grew up in a Basque family in California, was apprenticed as a shepherd at age six. His book recalls life in a little-known ethnic group in a vanishing way of life.",N/A,1930,N/A,N/A,N/A
Irving,Clifford Michael,Suskind,Richard,N/A,N/A,Clifford Irving: what really happened; his untold story of the Hughes affair.,1972,1972,N/A,"Grove Press, Inc.",New York,378 p.,N/A,N/A,N/A,N/A,"Irving's bizarre story of the Hughes hoax, a fake autobiography of Howard Hughes supposedly based on tape-recorded interviews. Eventually the whole scheme was discovered and Irving was sentenced to two-and-a-half years imprisonment.",N/A,1930,N/A,N/A,N/A
Irving,Washington,N/A,N/A,Terrell,Diane,Crayon miscellany.,N/A,1979,N/A,Twayne Publishers,"New Haven, Connecticut",502 p.,N/A,N/A,N/A,N/A,"This volume contains a textual study of A Tour on the Prairies and Abbotsford and Newstead Abbey, both of which record personal experiences and have a basis in Irving's journals. The former deals with a brief expedition he made of his native land after a seventeen-year absence.",Writer,1783,1859,N/A,N/A
Irving,Washington,N/A,N/A,Wright,Nathalia,Journals and notebooks: complete works of Washington Irving.,N/A,1969,v.,University of Wisconsin Press,Madison,N/A,N/A,N/A,N/A,N/A,"Most of Irving's journals were written while he was traveling abroad and contain accounts of daily activities, miscellaneous notes, expense accounts, anecdotes, observations, and reminiscences. Although he was the first American writer after the Revolution to come into extended contact (over 22 years) with European culture, he makes no comparisons or penetrating analysis of the American and European character.",Writer,1783,1859,N/A,N/A
Irving,Washington,N/A,N/A,Aderman,Ralph M.,Letters.,N/A,1978,v.,Twayne Publishers,Boston,N/A,N/A,N/A,N/A,N/A,"Irving was a typical representative of middle-class, nineteenth-century America whose work reflected prevalent attitudes and satisfied popular taste. His letters to friends and relatives, however, express his own ideas more forcefully and directly though with warmth and geniality. In his diplomatic role he corresponded with other officials about delicate political, social, and economic issues.",Writer,1783,1859,N/A,N/A
Irving,Washington,N/A,N/A,Williams,Stanley T.,Letters from Sunnyside and Spain.,1928,1976,N/A,Norwood Editions,"Norwood, Pennsylvania",80 p.,N/A,N/A,N/A,N/A,"This book consists of nine letters Irving wrote to his sister and nieces while living at Sunnyside, his Tarrytown, New York, home, 1840-1841, and nine written 1842-1845 from Spain, where he was the American minister. They deal primarily with his observations of social events he attended — receptions, parties, a coronation, parades — and sketches of some of the participants.",Writer,1783,1859,N/A,N/A
Isaac,Godfrey,Kleiner,Richard,N/A,N/A,I'll see you in court.,1979,1979,N/A,Contemporary Books,Chicago,262 p.,N/A,N/A,N/A,N/A,"Isaac recounts a number of his most memorable cases as a trial lawyer, including an investigation and defense of Sirhan Sirhan for client Teddy Charach, who wanted to prove that a 'second gun' had killed Bobby Kennedy. Isaac's legal acumen was often supported by the intuitive hunches of his tempestuous second wife, Roena.",Trial Lawyer,1913,1980,N/A,N/A
Isham,Asa Brainerd,N/A,N/A,Isham,A. Chapman,"Autobiography of Asa Brainerd Isham, M.D.",1957,1957,N/A,His Kin,"Ann Arbor, Michigan",107 p.,N/A,N/A,N/A,N/A,"Isham grew up in Ohio and worked briefly as a printer's devil and as a reporter before enlisting in the Seventh Michigan Cavalry of the Union Army. Much of the book deals with his Civil War experiences, including being wounded at Haymarket, Virginia, and taken prisoner at Richmond. After the war he became a physician, taught at the Cincinnati College of Medicine and Surgery, and aided in the development of a unified medical education program for Cincinnati.",Physician,1844,1912,N/A,Ohio
Isherwood,Christopher,N/A,N/A,N/A,N/A,Christopher and his kind: 1929-1939.,1976,1976,N/A,"Farrar, Straus, and Giroux",New York,339 p.,N/A,N/A,N/A,N/A,"Writing of himself in the third person, Isherwood blithely describes a decade of his life and the 'boys' he loved in that time.",N/A,1904,N/A,N/A,N/A
Isherwood,Christopher,N/A,N/A,N/A,N/A,Lions and shadows: an education in the twenties.,1947,1977,N/A,New Directions Pub. Co.,New York,249 p.,N/A,N/A,N/A,N/A,"Playwright Isherwood writes of his experiences in and loathing of British boarding schools and universities, raging 'against the dictatorship of [his] elders.' He expresses enthusiasms he is 'shy of confessing to, because they are so passionate' and writes of his anxieties and the roles he plays.",Playwright,1904,N/A,N/A,N/A
Isherwood,Christopher,N/A,N/A,N/A,N/A,My guru and his disciple.,1980,1980,N/A,"Farrar, Straus, Giroux",New York,338 p.,N/A,N/A,N/A,N/A,"Isherwood describes how his friendship with a Hindu monk from 1939 to 1976 influenced his life in terms of religion, friendship, and self-awareness. Diary entries are interspersed; Isherwood's reminiscences are more factual than spiritual.",N/A,1904,N/A,N/A,N/A
Israelsen,Orson Winso,N/A,N/A,N/A,N/A,Forty years of sound and forty years of silence: an autobiography.,1968,1968,N/A,Orson Israelsen,"Logan, Utah",130 p.,N/A,N/A,N/A,N/A,"Israelsen, a devout Mormon, is proud of his 59-year marriage, four children, and various homes in Logan, Utah, where he taught irrigation engineering at Utah State University. Although the book exhibits considerable stylistic naivete, Israelsen tells movingly of his deafness at forty from an illness and of his 'soundless' but highly successful career — including testifying at many court trials.","Engineer, Professor",1887,1968,N/A,Utah
Ives,Burl,N/A,N/A,N/A,N/A,Wayfaring stranger.,1948,1948,N/A,Whittlesey House,New York,253 p.,N/A,N/A,N/A,N/A,"Written at the hard age of 30, Ives' travels led to his career as a writer and singer of modern ballads.","Writer, Singer",1909,N/A,N/A,Illinois
Ives,Charles Edward,N/A,N/A,Kirkpatrick,John,Memos.,N/A,1972,N/A,W.W. Norton & Co.,New York,355 p.,N/A,N/A,N/A,N/A,These memos by a distinguished composer were dictated to a secretary or jotted down to form an autobiographical scrapbook of reminiscences demonstrating to derogatory critics that they did not know what they were talking about and supplying information to Ives enthusiasts. Numerous appendixes include letters and other information.,Composer,1874,1954,N/A,N/A
Ives,Joseph Christmas,N/A,N/A,Crosby,Alexander L.,"Steamboat up the Colorado: from the journal of Lieutenant Joseph Christmas Ives, United States Topographical Engineers, 1857-1858.",1858,1965,N/A,"Little, Brown and Company",Boston,112 p.,N/A,N/A,N/A,N/A,"In 1857 Ives, a U.S. Army engineer, was sent by the War Department to explore the Colorado River to find out how far north it could be navigated and to learn whether, near Needles, California, it could be linked with a Mormon road to Los Angeles. His return route, 320 miles to Ft. Defiance, was successfully made by mule train, though threatened by Indians and drought.",U.S. Army Engineer,1828,1868,N/A,N/A
Ivy,Robert Henry,N/A,N/A,N/A,N/A,Link with the past.,1962,1962,N/A,The Williams and Wilkins Co.,Baltimore,148 p.,N/A,N/A,N/A,N/A,The achievements of a prominent oral and plastic surgeon at the University of Pennsylvania.,Oral and Plastic Surgeon,1881,1974,N/A,N/A
Jackson,Andrew,N/A,N/A,Smith,Sam B.,The papers of Andrew Jackson.,1980,1980,N/A,University of Tennessee Press,Knoxville,N/A,N/A,N/A,N/A,N/A,"This is a well-edited collection of business papers and letters to and from Jackson during the years when he was successively a schoolteacher, lawyer, United States representative, senator from Tennessee, and superior court judge. They reveal his role in helping his country to gain political independence from Great Britain, to become a republic and to expand westward. The letters reveal his developing leadership, loyalty, honesty, and sometimes irascible pride.","Schoolteacher, Lawyer, U.S. Senator",1767,1845,N/A,N/A
Jackson,Anne Jane,N/A,N/A,N/A,N/A,Early stages.,1979,1979,N/A,"Little, Brown & Co.",Boston,212 p.,N/A,N/A,N/A,N/A,"Anne Jackson describes her childhood in rural areas outside of Pittsburgh, where her freethinking Croatian immigrant father and Irish Catholic mother led an unconventional, sometimes hand-to-mouth existence. After their move to Brooklyn, Anne metamorphosed into a 'show-off and a hellion,' stealing, flirting, and even threatening suicide to pursue her favorite pastime, watching movies. Her native talent led her to acting classes; her mother's mental illness ended her childhood.",Actress,1926,N/A,N/A,"Pittsburgh, Brooklyn"
Jackson,Frederick E.,N/A,N/A,N/A,N/A,Memories and reveries: a physician's philosophical review of eight decades.,1958,1958,N/A,Exposition Press,New York,153 p.,N/A,N/A,N/A,N/A,"Jackson's chapters follow his train of thought rather than chronology, as informal prose intermingles anecdotes of rural boyhood activities such as hunting and fishing with his views on 'time,' 'fate and destiny,' 'egocentricity,' and religious faith. He barely alludes to his career as a physician.",Physician,1883,N/A,N/A,N/A
Jackson,George,N/A,N/A,N/A,N/A,Blood in my eye.,1972,1972,N/A,Random House,New York,197 p.,N/A,N/A,N/A,N/A,"Finished just a week before he was shot and killed inside San Quentin Prison in 1971, this book expresses Jackson's rebellion against imprisonment and the conditions that lead to it. In prison he became committed to the ideas of Marx, Lenin, and Mao and to the idea of Black revolution, which he discusses here.",Activist,1941,1971,N/A,N/A
Jackson,George,N/A,N/A,Genet,Jean,Soledad brother; the prison letters of George Jackson.,1970,1970,N/A,"Coward McCann, Inc.",New York,330 p.,N/A,N/A,N/A,N/A,"In the first letter of this collection, the author unashamedly sketches his double life — one part of him at home in a loving family, the other part in the streets. It is the second life, the life in the streets that leads to Soledad prison and a charge of murder. In the letters that follow expressing his anger and frustration and chronicling prison abuse, Jackson does not look for excuses, but the finger he points is directed at what he sees as a racist society in which Black men and women must rebel or be destroyed.",Activist,1941,1971,N/A,N/A
Jackson,Harrisene,N/A,N/A,N/A,N/A,There's nothing I own that I want.,1974,1974,N/A,Prentice Hall,"Englewood Cliffs, New Jersey",168 p.,N/A,N/A,N/A,N/A,"A Black woman's story of her struggle to escape the ghetto: her love for her mother whom she saw murdered when she was six, her pregnancy and marriage at sixteen, the mental illness of her oldest daughter, and her dogged sense of survival.",N/A,1941,N/A,N/A,N/A
Jackson,James,N/A,N/A,N/A,N/A,"Memoir of James Jackson, Jr., M.D., with extracts from his letters to his father, and medical cases, collected by him.",1835,1972,N/A,Arno Press,New York,444 p.,N/A,N/A,N/A,N/A,"This book includes a memoir written by his father, followed by James Jackson's letters (pp. 81-194) and his observations on various medical cases. The letters were written from Paris (1831-33) where he was studying medicine.",Doctor,1810,1834,N/A,N/A
Jackson,Madeline Manning,N/A,N/A,Jenkins,Jerry B.,Running for Jesus.,1977,1977,N/A,Word Books,"Waco, Texas",192 p.,N/A,N/A,N/A,N/A,"Jackson straightforwardly recounts how her major concerns, Christianity and running, have been inextricably intertwined from early childhood. She won a gold medal at the Mexico City Olympic Games in 1968, but ran the worst race of her life in an attempted comeback at the Montreal Olympic Games in 1976. For a number of years after graduation from Tennessee State University, Jackson worked for the Salvation Army in Cleveland, her hometown, but always spent considerable time promoting the gospel.","Athlete, Evangelist",1948,N/A,N/A,N/A
Jackson,Mahalia,N/A,N/A,Wylie,Evan McLeod,Movin' on up.,1966,1966,N/A,"Hawthorn Books, Inc.",New York,212 p.,N/A,N/A,N/A,N/A,"The warm story of a simple, loving woman who spreads the joy of her faith through her gospel singing. Through hard times, poverty, and prejudice she has faced the world with good humor, determination, and religious dedication.",Singer,1911,1972,N/A,N/A
Jackson,Shirley,N/A,N/A,N/A,N/A,Life among the savages.,N/A,1953,N/A,"Farrar, Straus and Young",New York,N/A,N/A,N/A,N/A,N/A,"The book describes the move a writer and her husband make to Vermont, the birth of her third child, and her experiences as a housewife and mother to three young children.",Writer,1919,1965,N/A,Vermont
Jackson,Shirley,N/A,N/A,N/A,N/A,Raising demons.,1956,1956,N/A,"Farrar, Straus and Young",New York,310 p.,N/A,N/A,N/A,N/A,"A novelist known for her fiction on themes of horror and paranoia writes of her more cheerful side — pets, kids, Little League baseball, and being a housewife.",Novelist,1919,1965,N/A,N/A
Jackson,Ulys,N/A,N/A,Jackson,Mrs. Ulys,"Autobiography of Ulys Jackson, M.D.",1905,1977,N/A,Mrs. Ulys Jackson,"Harrison, Arkansas",178 p.,N/A,N/A,N/A,N/A,"After much effort Jackson graduated from the University of Arkansas School of Medicine and became a surgeon in Arkansas. In World War II he served in North Africa and India and was among the 500 survivors of the sinking of the H.M.T. Rohna, in which over 1000 troops were drowned. After the war he returned to Arkansas as a physician and coroner.",Surgeon,1905,N/A,N/A,Arkansas
Jackson,William Henry,N/A,N/A,Hafen,LeRoy R.,"The diaries of William Henry Jackson: frontier photographer; to California and return, 1866-67; and with Hayden Surveys to the Central Rockies, 1873, and to the Utes and Cliff Dwellings, 1874.",N/A,1959,Vol. X,The Arthur H. Clark Co.,"Glendale, California",345 p.,N/A,N/A,N/A,N/A,"During his long and productive life, he was well-known for his photographs and murals of Western frontier life. Three of his numerous diaries of Western exploration are included here. In addition to paintings, photographs, and diaries left to libraries in New York and Colorado, forty thousand glass negatives were left to the State Historical Society of Colorado.",Photographer,1843,1942,N/A,California
Jacobi,John E.,N/A,N/A,N/A,N/A,Professor's odyssey: a portrait of a profession.,1976,1976,N/A,Exposition Press,"Hicksville, New York",80 p.,N/A,N/A,N/A,N/A,"A retired professor of sociology reflects on his fifty-year career working in nine colleges and universities. He compares large and small colleges, pre- and post-war teaching, and administrative and academic tasks.",Professor,N/A,N/A,N/A,N/A
Jacobs,Harriet (Brent),N/A,N/A,Child,L. Maria,Incidents in the life of a slave girl.,1861,1973,N/A,"Harcourt, Brace",New York,210 p.,N/A,N/A,N/A,N/A,"Born a slave, she remained in the South until she was 27 before escaping to the North. This story of the hardships, indignities, and abuses she suffered was written 'to arouse the women of the North [and] ... to expose their condition.'","Author, Former Slave",1818,1896,N/A,N/A
Jacobs,Michel,N/A,N/A,N/A,N/A,Epigramus of an ignoramus: the life of Michel Jacobs. Illustrated by Michel Jacobs.,1953,N/A,N/A,Primatic Art Co.,"Rumson, New Jersey",241 p.,N/A,N/A,N/A,N/A,"Jacobs, who was a lieutenant colonel in World War I, may have found his true vocation in military service, but he regards painting (mostly stereotyped portraits) as his true love.","Lieutenant Colonel, Painter",1877,1958,N/A,N/A
Jacobs,Paul,N/A,N/A,N/A,N/A,"Is Curly Jewish?: A political self-portrait illuminating three turbulent decades of social revolt, 1935-1965.",1965,N/A,N/A,Atheneum,New York,339 p.,N/A,N/A,N/A,N/A,Jacobs attempts to describe the period 1935 to 1965 from the point of view of a radical and 'to discover whether that view is related to how I feel about being a Jew.',"Union Organizer, Labor Consultant",1918,1978,N/A,N/A
Jacobs,Victoria,N/A,N/A,Arden,Sylvia,"Diary of a San Diego girl, 1856.",1974,N/A,N/A,Norton B. Stern,Santa Monica,75 p.,N/A,N/A,N/A,N/A,"Written during the year before her marriage, the diary depicts a young woman's courtship in the context of middle-class life in the then small, rustic town of San Diego.",N/A,1838,1861,N/A,N/A
James,Alice,N/A,N/A,N/A,N/A,"Alice James, her brothers — her journal.",1972,1934,N/A,Milford House,Boston,252 p.,N/A,N/A,N/A,N/A,"The journal describes her life in England, 1884-92, where she had moved for reasons of health. Her entries are caustic and tender, but always acute.",N/A,1848,1892,N/A,N/A
James,Alice,N/A,N/A,Edel,Leon,The diary of Alice James.,1964,1894,N/A,"Dodd, Mead & Co.",New York,241 p.,N/A,N/A,N/A,N/A,"Long unpublished at her brother Henry's insistence, this diary records her sickroom world during the final months of her life.",N/A,1848,1892,N/A,N/A
James,Allen,N/A,N/A,Connor,Ann M.,Chief of the Pomos: life story of Allen James.,1972,N/A,N/A,Ann M. Connor,"Santa Rosa, California",144 p.,N/A,N/A,N/A,N/A,An account of his life up to 1933 which describes the traditions of his tribe in order to preserve them.,N/A,1904,N/A,N/A,N/A
James,Frank Lowber,Baird,David,N/A,N/A,"Years of discontent: Doctor Frank L. James in Arkansas, 1877-1878.",1977,N/A,N/A,Memphis State University Press,"Memphis, Tennessee",84 p.,N/A,N/A,N/A,N/A,"A candid account of medical practice in backwater Osceola, Arkansas.",Physician,1841,1907,N/A,N/A
James,Henry,N/A,N/A,Dupee,Frederick W.,Autobiography.,1956,N/A,N/A,Criterion Books,New York,622 p.,N/A,N/A,N/A,N/A,A collection of works edited in one volume on the fortieth anniversary of his death.,N/A,1843,1916,N/A,N/A
James,Henry,Wells,H.G.,Edel,Leon,"Henry James and H.G. Wells: a record of their friendship, their debate on the art of fiction, and their quarrel.",1958,N/A,N/A,University of Illinois Press,Urbana,272 p.,N/A,N/A,N/A,N/A,Their letters (1895-1915) contain a debate about art as individual expression and art as social welfare.,N/A,1843,1916,N/A,N/A
James,Henry,Stevenson,Robert Louis,Smith,Janet Adam,Henry James and Robert Louis Stevenson: a record of friendship and criticism.,1948,N/A,N/A,Rupert Hart-Davis,London,284 p.,N/A,N/A,N/A,N/A,All surviving correspondence between James and Stevenson (1884-1894).,N/A,1843,1916,N/A,N/A
James,Henry,N/A,N/A,Edel,Leon,Letters.,1978,1974,2v.,Macmillan,New York,N/A,N/A,N/A,N/A,N/A,A selection of letters intended to show the evolution in a personal literary form by one of the masters of the art.,N/A,1843,1916,N/A,N/A
James,Henry,Benson,A.C.,Benson,E.F.,Letters to A.C. Benson and Auguste Monod: now first published.,1969,1930,N/A,Haskell House,"Folcroft, Pennsylvania",118 p.,N/A,N/A,N/A,N/A,James's correspondence with poet Arthur Christopher Benson and Auguste Monod.,N/A,1843,1916,N/A,N/A
James,Henry,N/A,N/A,Matthiessen,F.O.,Notebooks of Henry James.,1947,N/A,N/A,Oxford University Press,New York,425 p.,N/A,N/A,N/A,N/A,Notebooks recording his work in progress during thirty years revealing his ideas and approach to technical problems.,N/A,1843,1916,N/A,N/A
James,Henry,N/A,N/A,Edel,Leon,The selected letters of Henry James.,1955,N/A,N/A,"Farrar, Straus and Cudahy",New York,235 p.,N/A,N/A,N/A,N/A,A selection of 120 letters intended to provide a guide to the varied types of letters written by an outstanding American author.,N/A,1843,1916,N/A,N/A
James,Jasper E.,N/A,N/A,Elkins,Vera Dockery,Letters from a Civil War soldier.,1969,N/A,N/A,Vantage Press,New York,61 p.,N/A,N/A,N/A,N/A,"These letters focus mostly on the food and living conditions during the Civil War, reflecting life as a Confederate soldier.",Civil War Soldier,N/A,1864,N/A,N/A
James,John Garland,Hayne,Paul Hamilton,McKeithan,Daniel Morley,Selected letters of John Garland James to Paul Hamilton Hayne and Mary Middleton Michel Hayne.,1946,N/A,N/A,The University of Texas Press,Austin,96 p.,N/A,N/A,N/A,N/A,"These letters relate primarily to some books of poetry and oratory he was developing, revealing a growing friendship.","Educator, Banker",1844,1930,Virginia,Texas
James,Thomas,N/A,N/A,Quaife,Milo Milton,Three years among the Indians and Mexicans.,1978,1846,vol. 61,Garland Publishing,New York,130 p.,N/A,N/A,N/A,N/A,The perils of life on the frontier amid savages and grizzly bears.,Fur Trapper,1782,1847,N/A,N/A
James,W.E.,N/A,N/A,N/A,N/A,Hanging rattling: an autobiography.,1979,N/A,N/A,Caxton Printers,"Caldwell, Idaho",186 p.,YES,Dulcimer and Nielsen.,N/A,N/A,"James has lived most of his life in the back country of Idaho as a rancher, guide, packer, trapper, and horse raiser.","Rancher, Guide",N/A,N/A,N/A,Idaho
James,William,Flournoy,Theodore,LeClair,Robert C.,Letters of William James and Theodore Flournoy.,1966,N/A,N/A,University of Wisconsin Press,Madison,252 p.,N/A,N/A,N/A,N/A,"For twenty years the American and the Swiss psychologist corresponded, sharing professional interests and news.",Psychologist,1842,1910,N/A,N/A
James,William,N/A,N/A,Hardwick,Elizabeth,Selected letters.,4961,N/A,N/A,"Farrar, Straus and Cudahy",New York,271 p.,N/A,N/A,N/A,N/A,"A selection reflecting the charm and brilliance in James's correspondence, including many of his famous contemporaries.",N/A,1842,1910,N/A,N/A
Jameson,John Franklin,N/A,N/A,Donnan,Elizabeth,An historian's world: selections from the correspondence of John Franklin Jameson.,1956,N/A,42,American Philosophical Society,Philadelphia,382 p.,N/A,N/A,N/A,N/A,"A selection from the correspondence of a prominent historian, founder of the American Historical Association.",Historian,1859,1937,N/A,N/A
Jannopoulo,Helen,N/A,N/A,N/A,N/A,And across big seas.,1949,N/A,N/A,"The Caxton Printers, Ltd.","Caldwell, Idaho",353 p.,N/A,N/A,N/A,N/A,"Grandmother's tale for her grandchildren about childhood in Braila, Rumania, and immigration to America.",N/A,1875,N/A,N/A,N/A
Janssens,Victor Eugene August,N/A,N/A,Ellison,William H.,Life and adventures in California of Don Augustin Janssens 1834-1856.,1953,N/A,N/A,The Huntington Library,San Marino,165 p.,N/A,N/A,YES,Francis Price,"Born in Belgium, migrated to southern California at seventeen, where he became a prominent rancher and businessman.","Rancher, Businessman",1817,1894,N/A,N/A
Jarratt,Devereux,N/A,N/A,Coleman,Rev. John,The life of the Reverend Devereux Jarratt in his letters to Rev. John Coleman.,1969,1806,N/A,Arno Press & The New York Times,New York,223 p.,N/A,N/A,N/A,N/A,"Written as a series of letters, Jarratt's autobiography describes his youth, beliefs, church work, and religious questions.",Reverend,1733,1801,N/A,N/A
Jarvis,Howard Arnold,Pack,Robert,N/A,N/A,I'm mad as hell: the exclusive story of the tax revolt and its leader.,1979,N/A,N/A,Times Books,New York,310 p.,N/A,N/A,N/A,N/A,This spirited autobiography chronicles Jarvis's campaign to convince California to adopt his tax-cut proposal — Proposition 13.,N/A,1902,N/A,N/A,Utah
Jastrow,Marie,N/A,N/A,N/A,N/A,A time to remember: growing up in New York before the Great War.,1979,N/A,N/A,WW. Norton & Co.,New York,174 p.,N/A,N/A,N/A,N/A,"Jastrow nostalgically recalls immigrant life in New York City, 1905-1917.",N/A,N/A,N/A,N/A,N/A
Jaworski,Leon,Herskowitz,Mickey,N/A,N/A,Confession and avoidance: a memoir.,1979,N/A,N/A,Anchor Press/Doubleday,"Garden City, New York",325 p.,N/A,N/A,N/A,N/A,"Jaworski discusses significant criminal cases he participated in as prosecutor and defense attorney, including Nazi war criminals at Nuremberg.","Prosecutor, Defense Attorney, Judge",1905,N/A,N/A,N/A
Jaworski,Leon,N/A,N/A,N/A,N/A,The right and the power: the prosecution of Watergate.,1976,N/A,N/A,Readers Digest Press/Gulf Publishing Co.,"New York, Houston",305 p.,N/A,N/A,N/A,N/A,Jaworski describes the Watergate investigation and the prosecution that led to the convictions of officials in the Nixon administration.,N/A,1905,N/A,N/A,N/A
Jay,John,N/A,N/A,Johnston,Henry P.,Correspondence and public papers.,1971,1890-1893,4v.,Da Capo,New York,N/A,N/A,N/A,N/A,N/A,This edition reprints the earlier selection of Jay's important personal and semi-official letters.,"Chief Justice, Member of Continental Congress",1745,1829,N/A,N/A
Jeffers,Robinson,N/A,N/A,Ridgeway,Ann N.,The selected letters of Robinson Jeffers: 1897-1962.,1968,N/A,N/A,The Johns Hopkins Press,Baltimore,407 p.,N/A,N/A,N/A,N/A,"Jeffers' letters reflect on his work, the art of poetry, events, and friendship.",Poet,1887,1962,N/A,N/A
Jefferson,Isaac,N/A,N/A,Campbell,Charles,"Memoirs of a Monticello slave, as dictated to Charles Campbell in the 1840's by Isaac, one of Thomas Jefferson's slaves.",1951,N/A,N/A,University of Virginia Press for the Tracy W. McGregor Library,Charlottesville,45 p.,YES,N/A,N/A,N/A,"Recollections by Isaac, a slave at Monticello, recorded during an interview.",N/A,b.1775,N/A,N/A,N/A
Jefferson,Joseph,N/A,N/A,Downer,Alan S.,The autobiography of Joseph Jefferson.,1964,1890,N/A,Harvard University Press,"Cambridge, Massachusetts",363 p.,N/A,N/A,N/A,N/A,"Jefferson, an actor, toured the American South, West, and Mexico, introducing drama to the Western Hemisphere.",Actor,1829,1905,N/A,N/A
Jefferson,Thomas,N/A,N/A,Malone,Dumas,The autobiography of Thomas Jefferson.,1959,N/A,N/A,G.P. Putnam's Sons,New York,119 p.,N/A,N/A,N/A,N/A,"Written at 77, recalls events of 1776 and significant political career moments.",N/A,1743,1826,N/A,N/A
John,Thomas Edward,N/A,N/A,Padover,Saul K.,an introduction by Saul K. Padover,1956,N/A,N/A,The John Day Co.,New York,359 p.,N/A,N/A,N/A,N/A,A selection of 180 letters intended to portray his character and extensive range of interests.,N/A,N/A,N/A,N/A,N/A
Jefferson,Thomas,N/A,N/A,Dorsey,John M.,The Jefferson-Dunglison letters.,1960,N/A,N/A,University of Virginia Press,Charlottesville,120 p.,N/A,N/A,N/A,N/A,Letters between Jefferson and his physician concern Jefferson's health but primarily deal with matters related to the Medical School of the University of Virginia.,N/A,1743,1826,N/A,N/A
Jervis,John Bloomfield,N/A,N/A,Fitzsimons,Neal,"The reminiscences of John B. Jervis, engineer of the Old Croton.",1971,N/A,N/A,Syracuse University Press,Syracuse,196 p.,N/A,N/A,N/A,N/A,"The leading consulting engineer of the antebellum era, Jervis was chief engineer for the Delaware and Hudson Canal project and significantly contributed to multiple engineering projects.",Engineer,1795,1885,N/A,N/A
Jefferson,Thomas,N/A,N/A,Irwin,Frank,Letters of Thomas Jefferson.,1975,N/A,N/A,The Sanbornton Bridge Press,"Tilton, New Hampshire",249 p.,N/A,N/A,N/A,N/A,"This selection covers such topics as The Rights of Man, Alien and Sedition Laws, Foreign Wars and Treaties, Slavery and the Missouri Question.",N/A,1743,1826,N/A,N/A
Jefferson,Thomas,N/A,N/A,Boyd,Julian P.,The papers of Thomas Jefferson.,1950,N/A,v.,Princeton University Press,Princeton,N/A,N/A,N/A,N/A,N/A,"This edition aims to present Jefferson's writings and actions as completely as possible, particularly pertaining to the early growth of the Republic.",N/A,1743,1826,N/A,N/A
Jefferson,Thomas,N/A,N/A,Boykin,Edward,"To the boys and girls: being the delightful, little-known letters of Thomas Jefferson to and from his children and grandchildren.",1964,N/A,N/A,"Funk & Wagnalls Co., Inc.",New York,210 p.,N/A,N/A,N/A,N/A,Jefferson's letters to his daughters and grandchildren filled with advice and familial insight create a picture of his life.,N/A,1743,1826,N/A,N/A
Jelke,Ferdinand Frazier,N/A,N/A,N/A,N/A,An American at large.,1947,N/A,N/A,"Duel!, Sloan and Pearce",New York,337 p.,N/A,N/A,N/A,N/A,"Jelke reflects on his wealth, travels, and the differences among races and cultures.",N/A,1884,1953,N/A,N/A
Jenkins,Herbert T.,N/A,N/A,N/A,N/A,"Forty years on the force, 1932-1972; Herbert Jenkins reminisces on his career with the Atlanta police department.",1973,N/A,N/A,"Center for Research in Social Change, Emory University",Atlanta,159 p.,N/A,N/A,N/A,N/A,The book reflects on Jenkins's career with the Atlanta Police Department and includes insights on race relations and integration.,Police Chief,1907,N/A,N/A,N/A
Jenkins,Ray Howard,N/A,N/A,Baker,Howard H.,Terror of Tellico Plains: the memoirs of Ray H. Jenkins.,1978,N/A,N/A,East Tennessee Historical Society,"Knoxville, Tennessee",199 p.,N/A,N/A,N/A,N/A,"Jenkins recounts his life and legal career with humor, focusing on cases and personal experiences.","Trial Lawyer, Judge",1897,N/A,N/A,N/A
Jenkins,"William Marshall, Sr.",N/A,N/A,Jenkins,William M.,And . . . I'll throw in the socks; the memoirs of a Kentucky storekeeper.,1972,N/A,N/A,Parthenon Press,"Nashville, Tennessee",196 p.,N/A,N/A,N/A,N/A,"Jenkins reflects on his life as a country storekeeper, bringing style and elegance to his rural community.",Storekeeper,1892,N/A,N/A,N/A
