author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Barber,Mary,N/A,N/A,N/A,N/A,The true narrative of the five years’ suffering and perilous adventures,1873,N/A,N/A,Barclay,Phila.,108 p,N/A,N/A,N/A,N/A,A missionary to the Sioux Indians in the Dakotas who married one of the braves.,N/A,1848,N/A,N/A,N/A
Barbour,Thomas,N/A,N/A,N/A,N/A,Naturalist at large,1943,N/A,N/A,"Little, Brown",Boston,314 p,N/A,N/A,N/A,N/A,By the Director of the Agassiz Museum.,N/A,1884,N/A,N/A,N/A
Bare,D. M.,N/A,N/A,N/A,N/A,Looking eighty years backward,1920,N/A,N/A,College press,"Findlay, Ohio",247 p,N/A,N/A,N/A,N/A,Miller in Pennsylvania.,N/A,N/A,N/A,N/A,N/A
Baring,Alexander,N/A,N/A,N/A,N/A,"My recollections, 1848-1931",1933,N/A,N/A,Schauer,"Santa Barbara, Calif.",204 p,N/A,N/A,N/A,N/A,"The author was American born, but educated in England. Upon return to America he engaged in various financial enterprises.",N/A,1848,1932,N/A,N/A
Barker,Albert Smith,N/A,N/A,N/A,N/A,Everyday life in the Navy...,1928,N/A,N/A,R. G. Badger,Boston,422 p,N/A,N/A,N/A,N/A,By an officer who served from 1861.,N/A,1843,1916,N/A,N/A
Ballon,Adin,N/A,N/A,N/A,N/A,Autobiography,1896,N/A,N/A,Vox populi,"Lowell, Mass.",586 p,N/A,N/A,N/A,N/A,Abolitionist and Universalist clergyman who founded Hopedale Community.,N/A,1803,1890,N/A,N/A
Bancroft,Hubert Howe,N/A,N/A,N/A,N/A,Literary industries,1891,N/A,N/A,N/A,San Francisco,N/A,N/A,N/A,N/A,N/A,Publisher of histories.,N/A,1832,1918,N/A,N/A
Bangs,Herman,N/A,N/A,N/A,N/A,The autobiography and journal of Rev. Herman Bangs,1872,N/A,N/A,N. Tibbals,N.Y.,385 p,N/A,N/A,N/A,N/A,Methodist minister serving mostly in New York and Connecticut. This account closes with 1817.,N/A,1790,1869,N/A,N/A
Bangs,John,N/A,N/A,N/A,N/A,Autobiography,1846,N/A,N/A,Priv. pr.,N.Y.,319 p,N/A,N/A,N/A,N/A,Methodist clergyman in New York.,N/A,1781,1849,N/A,N/A
Banks,Elizabeth L.,N/A,N/A,N/A,N/A,The autobiography of a 'newspaper girl',1902,N/A,N/A,"Dodd, Mead",N.Y.,317 p,N/A,N/A,N/A,N/A,Reporter in New York and Washington.,N/A,N/A,N/A,N/A,N/A
Banks,Elizabeth L.,N/A,N/A,N/A,N/A,The remaking of an American,1928,N/A,N/A,"Doubleday, Doran","Garden City, N.Y.",297 p,N/A,N/A,N/A,N/A,"The author tells of her efforts, upon returning from abroad, to accustom herself to America.",N/A,N/A,N/A,N/A,N/A
Barker,Fred C.,N/A,N/A,N/A,N/A,Lake and forest as I have known them,1903,N/A,N/A,Lee & Shepard,Boston,230 p,N/A,N/A,N/A,N/A,"Owner of resort camps, logger and guide, in Maine.",N/A,1852,N/A,N/A,N/A
Banning,Jeremiah,N/A,N/A,N/A,N/A,Log and will of Jeremiah Banning,1932,N/A,N/A,N.Y.,N/A,72 p,N/A,N/A,N/A,N/A,"Thrilling adventures of the Merchant mariner, and colonial whaler.",N/A,1733,1798,N/A,N/A
Barker,George,N/A,N/A,N/A,N/A,Alcyone,1916,N/A,N/A,"Peabody, Mass.",N/A,99 p,N/A,N/A,N/A,N/A,"Whaler, Boston policeman, and music teacher.",N/A,1852,N/A,N/A,N/A
Barker,Jacob,N/A,N/A,N/A,N/A,Incidents in the life of Jacob Barker,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1779,1871,N/A,N/A
Banta,William,N/A,N/A,N/A,N/A,Twenty-seven years on the Texas frontier,1933,N/A,N/A,N.p.,N/A,N/A,N/A,N/A,N/A,N/A,"Hunter, Indian fighter.",N/A,1827,N/A,N/A,N/A
Barker,N/A,N/A,N/A,N/A,N/A,N/A,1855,N/A,N/A,N/A,Washington,285 p,N/A,N/A,N/A,N/A,Financier.,N/A,N/A,N/A,N/A,N/A
Barker,James K. P.,N/A,N/A,N/A,N/A,Through the Civil War in the Confederate Army,n.d.,N/A,N/A,Pub. by Edgar R. Barker,"Hillsdale, Kan.",24 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,1844,N/A,N/A,N/A
Barker,Lewellys Franklin,N/A,N/A,N/A,N/A,Time and the physician,1942,N/A,N/A,Putnam,N.Y.,350 p,N/A,N/A,N/A,N/A,A physician and professor at Johns Hopkins and the Univ. of Chicago.,N/A,1867,N/A,N/A,N/A
Baragwanath,John,N/A,N/A,N/A,N/A,Pay streak,1936,N/A,N/A,"Doubleday, Doran & co.","Garden City, N.Y.",274 p,N/A,N/A,N/A,N/A,Adventures of a mining engineer in both the Americas.,N/A,1888,N/A,N/A,N/A
Barber,Daniel,N/A,N/A,N/A,N/A,"Catholic worship and piety, explained and recommended; in sundry letters, to a very near friend, and others",1821,N/A,N/A,"E. DeKrafft, printer",Washington City,40 p,N/A,N/A,N/A,N/A,As described by the author.,N/A,1756,1834,N/A,N/A
Barler,Miles,N/A,N/A,N/A,N/A,Early days in Llano,N/A,N/A,N/A,No imprint,N/A,68 leaves,N/A,N/A,N/A,N/A,Confederate soldier who later fought Indians and cattle thieves and hunted in Texas.,N/A,1833,N/A,N/A,N/A
Barnabee,Henry Clay,N/A,N/A,N/A,N/A,"Reminiscences of Henry Clay Barnabee; being an attempt to account for his life, with some excuses for his professional career",1913,N/A,N/A,Chappie publishing co.,Boston,461 p,N/A,N/A,N/A,N/A,Actor and opera singer.,N/A,1833,1917,N/A,N/A
Barnard,Evan G.,N/A,N/A,N/A,N/A,A rider of the Cherokee strip,1936,N/A,N/A,Houghton Mifflin,Boston,224 p,N/A,N/A,N/A,N/A,Cowboy.,N/A,1865,N/A,N/A,N/A
Barnard,Inman,N/A,N/A,N/A,N/A,Cities and men,1940,N/A,N/A,Dutton,N.Y.,256 p,N/A,N/A,N/A,N/A,Newspaper man who was for many years a foreign correspondent in France. He was also secretary to the publisher of the N.Y. Tribune.,N/A,N/A,N/A,N/A,N/A
Barnes,A1 G.,N/A,N/A,N/A,N/A,"A1 G. Barnes, Master showman",1936,N/A,N/A,Caxton,"Calowell, Idaho",460 p,N/A,N/A,N/A,N/A,Circus life.,N/A,N/A,N/A,N/A,N/A
Barnes,James,N/A,N/A,N/A,N/A,From then till now; anecdotal portraits and transcript pages from memory’s tablets,1934,N/A,N/A,D. Appleton—Century,New York,535 p,N/A,N/A,N/A,N/A,Writer and war correspondent; student days at Princeton; literary work in New York; World War I experiences.,N/A,1866,1936,N/A,N/A
Barnes,William Croft,N/A,N/A,N/A,N/A,Apaches and longhorns,1941,N/A,N/A,Ward Ritchie,Los Angeles,210 p,N/A,N/A,N/A,N/A,"Frontier soldier, cowboy in Arizona who became a political figure.",N/A,1858,1936,N/A,N/A
Barnett,Bion H.,N/A,N/A,N/A,N/A,Reminiscences of fifty years in the Barnett bank,1927?,N/A,N/A,Arnold pr. co.,Jacksonville,24 p,N/A,N/A,N/A,N/A,"In Kansas, 1875-1925.",N/A,N/A,N/A,N/A,N/A
Barnett,Luke,N/A,N/A,N/A,N/A,Between the ribs; the story of a ticklish business as told to George E. Kelley,1945,N/A,N/A,Dorrance & co.,Phila.,296 p,N/A,N/A,N/A,N/A,The professional career of a practical joker.,N/A,1877,N/A,N/A,N/A
Barnum,James Harvey,N/A,N/A,N/A,N/A,"The traveller’s guide, or the life of James H. Barnum",1847,N/A,N/A,N/A,Gt. Barrington,52 p,N/A,N/A,N/A,N/A,"Great Lakes merchant seaman, hunter. Doubt has been cast on the authenticity of at least part of this account.",N/A,N/A,N/A,N/A,N/A
Barnum,Phineas Taylor,N/A,N/A,N/A,N/A,Life of P. T. Barnum,N/A,N/A,N/A,Pr. by the Courier co.,Buffalo,356 p,N/A,N/A,N/A,N/A,Showman.,N/A,1810,1891,N/A,N/A
Barnwell,Robert Habersham,N/A,N/A,N/A,N/A,Gentle pioneers,1921,N/A,N/A,Four seas,Boston,363 p,N/A,N/A,N/A,N/A,A 20th century account of ranching and farming in the Rockies.,N/A,1854,N/A,N/A,N/A
Barr,Amelia Edith Huddleston,N/A,N/A,N/A,N/A,All the days of my life,1913,N/A,N/A,Appleton,N.Y.,528 p,N/A,N/A,N/A,N/A,Novelist.,N/A,1831,1919,N/A,N/A
Barr,Amelia Edith Huddleston,N/A,N/A,N/A,N/A,Three score and ten; - a book for the aged,1915,N/A,N/A,Appleton,N.Y. & London,326 p,N/A,N/A,N/A,N/A,In later years.,N/A,1831,1919,N/A,N/A
Barr,John,N/A,N/A,N/A,N/A,History of John Barr,1833,N/A,N/A,George Latimer,Phila.,91 p,N/A,N/A,N/A,N/A,Lay worker for the Presbyterian church who was also a farmer in North Carolina.,N/A,1749,1831,N/A,N/A
Barrett,Benjamin Fiske,N/A,N/A,N/A,N/A,"Benjamin Fiske Barrett, an autobiography",1890,N/A,N/A,Swedenborg pub. ass’n.,Phila.,201 p,N/A,N/A,N/A,N/A,Clergyman of the New Church in New England and in the Middle Atlantic states. He was also a writer.,N/A,1808,1892,N/A,N/A
Barrett,Edward John Boyd,N/A,N/A,N/A,N/A,The magnificant illusion,1930,N/A,N/A,Ives Washburn,N.Y.,321 p,N/A,N/A,N/A,N/A,"Story of the gradual disillusionment of the author, a former Jesuit of Irish nationality.",N/A,1883,N/A,N/A,N/A
Barrett,Fred W.,N/A,N/A,N/A,N/A,From a diary,1934,N/A,N/A,F. W. Barrett,"Springfield, Ohio",103 p,N/A,N/A,N/A,N/A,Travelling salesman.,N/A,1858,N/A,N/A,N/A
Barrett,John Pressley,N/A,N/A,N/A,N/A,Forty years on the firing line,1914,N/A,N/A,Christian pub. ass’n.,Dayton,351 p,N/A,N/A,N/A,N/A,"Clergyman of the Christian Church in Virginia, North Carolina and Ohio. The author was also the editor of religious journals.",N/A,1852,N/A,N/A,N/A
Barrows,John Rumsey,N/A,N/A,N/A,N/A,My log,1917,N/A,N/A,The Franklin press,Phila.,152 p,N/A,N/A,N/A,N/A,Philadelphia publisher.,N/A,1864,N/A,N/A,N/A
Barry,James Buckner,N/A,N/A,N/A,N/A,A Texas ranger and frontiersman,1932,N/A,N/A,Southwest press,Dallas,221 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,1821,N/A,N/A,N/A
Barry,Joseph Gayle Hurd,N/A,N/A,N/A,N/A,Impressions and opinions; an autobiography,1931,N/A,N/A,Edwin S. Gorham,N.Y.,302 p,N/A,N/A,N/A,N/A,"Protestant Episcopal clergyman of the High Church party. Early life in Connecticut; church work in Chicago, Wisconsin, and New York.",N/A,1858,1931,N/A,N/A
Barry,William Jackson,N/A,N/A,N/A,N/A,Up and down,1879,N/A,N/A,"Sampson Low, etc.",London,307 p,N/A,N/A,N/A,N/A,An English adventurer who spent some time in the California gold mines.,N/A,1819,N/A,N/A,N/A
Barrymore,John,N/A,N/A,N/A,N/A,Confessions of an actor,1926,N/A,N/A,Bobbs-Merrill,Indianapolis,N/A,N/A,N/A,N/A,N/A,Star of stage and screen.,N/A,N/A,N/A,N/A,N/A
Barschak,Erna,N/A,N/A,N/A,N/A,My American adventure,1945,N/A,N/A,Ives Washburn,N.Y.,248 p,N/A,N/A,N/A,N/A,Reactions of a German refugee to her new American environment.,N/A,N/A,N/A,N/A,N/A
Bartlett,William Sylvester,N/A,N/A,N/A,N/A,My foot’s in the stirrup,1937,N/A,N/A,Dealey and Lowe,"Dallas, Texas",202 p,N/A,N/A,N/A,N/A,Courier for the Confederates in the Civil War and scout and messenger in Texas during the Indian wars.,N/A,1851,N/A,N/A,N/A
Barton,Charles Vaden,N/A,N/A,N/A,N/A,Romance and reality in the life of Earl Count Courtney,1903,N/A,N/A,Pr. by C.V. Barton,"Washington, D.C.",116 p,N/A,N/A,N/A,N/A,By an adventurer.,N/A,1862,N/A,N/A,N/A
Barton,Clara Harlowe,N/A,N/A,N/A,N/A,The story of my childhood,1907,N/A,N/A,Baker & Taylor,N.Y.,125 p,N/A,N/A,N/A,N/A,"Recollections of a Massachusetts girlhood, by the founder of the American Red Cross.",N/A,1821,1912,N/A,N/A
Barton,Thomas H.,N/A,N/A,N/A,N/A,"Autobiography of the self-made physician of Syracuse, Ohio",1890,N/A,N/A,W.Va. printing co.,"Charleston, W.Va.",340 p,N/A,N/A,N/A,N/A,The author also served as soldier in the Civil War.,N/A,1828,N/A,N/A,N/A
Barton,William Eleazar,N/A,N/A,N/A,N/A,Autobiography,1932,N/A,N/A,Bobbs-Merrill,Indianapolis,314 p,N/A,N/A,N/A,N/A,"Congregational clergyman, religious journalist, and biographer of Lincoln, who for many years lived in Illinois.",N/A,1861,1930,N/A,N/A
Bartek,John Francis,N/A,N/A,N/A,N/A,Life out there,1943,N/A,N/A,Scribner,N.Y.,117 p,N/A,N/A,N/A,N/A,Army flyer who served with Rickenbacker.,N/A,N/A,N/A,N/A,N/A
Bascom,John,N/A,N/A,N/A,N/A,The Things learned by living,1913,N/A,N/A,G. P. Putnam’s,N.Y.,228 p,N/A,N/A,N/A,N/A,Professor and president of the University of Wisconsin.,N/A,1827,1911,N/A,N/A
Barzee,Clark Louis,N/A,N/A,N/A,N/A,Oregon in the making,1936,N/A,N/A,Statesman pub. co.,"Salem, Oreg.",140 p,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bartholdt,Richard,N/A,N/A,N/A,N/A,From steerage to Congress,1930,N/A,N/A,Dorrance,Phila.,441 p,N/A,N/A,N/A,N/A,Journalist and member of the U.S. House of Representatives from Missouri who was born in Germany.,N/A,1855,1932,N/A,N/A
Bartlett,George Leighton,N/A,N/A,N/A,N/A,Through the mill,1915,N/A,N/A,McGill-Warner,St. Paul,140 p,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Basil,George Chester,N/A,N/A,N/A,N/A,Test tubes and dragon scales,1940,N/A,N/A,Winston,"Chicago, etc.",316 p,N/A,N/A,N/A,N/A,Physician in China.,N/A,1902,N/A,N/A,N/A
Bassett,Edward Murray,N/A,N/A,N/A,N/A,Autobiography,1939,N/A,N/A,Harbor press,N.Y.,185 p,N/A,N/A,N/A,N/A,Lawyer and member of the U.S. House of Representatives from New York.,N/A,1863,N/A,N/A,N/A
Batchelder,George W.,N/A,N/A,N/A,N/A,"Narrative of the life, travels and religious experience",1843,N/A,N/A,"Barret & Jones, printers",Phila.,192 p,N/A,N/A,N/A,N/A,Itinerant Methodist clergyman in the Middle Atlantic states.,N/A,1803,N/A,N/A,N/A
Batchelor,Charles William,N/A,N/A,N/A,N/A,Incidents in my life,1887,N/A,N/A,Joseph Eichbaum,N.p.,262 p,N/A,N/A,N/A,N/A,"Pilot, steamship captain on Ohio and Mississippi rivers.",N/A,1823,N/A,N/A,N/A
Bates,Mrs. D.B.,N/A,N/A,N/A,N/A,"Incidents on land and water; or, four years on the Pacific coast",1858,N/A,N/A,James French,Boston,336 p,N/A,N/A,N/A,N/A,"The wife of a hotel operator in California, beginning with 1850.",N/A,N/A,N/A,N/A,N/A
Bates,Joseph,N/A,N/A,N/A,N/A,The autobiography,1868,N/A,N/A,Seventh Day Adventist pub.,Battle Creek,306 p,N/A,N/A,N/A,N/A,Merchant sailor who became a Seventh Day Adventist clergyman.,N/A,1792,1872,N/A,N/A
Bates,Onward,N/A,N/A,N/A,N/A,Memorabilia of an engineer,1933,N/A,N/A,Mimeographed by Ruth I. Hill,"Augusta, Ga.",40 p,N/A,N/A,N/A,N/A,The author tells of his railroad experiences in Australia.,N/A,1850,N/A,N/A,N/A
Batten,John Mullin,N/A,N/A,N/A,N/A,Around and around,1906,N/A,N/A,Priv. pr.,"Downingtown, Pa.",226 p,N/A,N/A,N/A,N/A,Pennsylvania physician who served the Union cause in the Civil War.,N/A,1837,1916,N/A,N/A
Battey,George M,N/A,N/A,N/A,N/A,"70,000 miles on a submarine destroyer",1920,N/A,N/A,Webb & Vary,Atlanta,348 p,N/A,N/A,N/A,N/A,First World War.,N/A,N/A,N/A,N/A,N/A
Battey,Thomas Chester,N/A,N/A,N/A,N/A,The life and adventures of a Quaker among the Indians,1875,N/A,N/A,Dee & Shepard,N.Y.,339 p,N/A,N/A,N/A,N/A,In the Office of Indian Affairs.,N/A,N/A,N/A,N/A,N/A
Battle,Augustus Allen,N/A,N/A,N/A,N/A,A synopsis,1927,N/A,N/A,N/A,"Washington, D.C.",15 p,N/A,N/A,N/A,N/A,"Negro Baptist in Alabama, Mississippi and the District of Columbia.",N/A,1864,1928,N/A,N/A
Battle,Jesse Mercer,N/A,N/A,N/A,N/A,Tributes to my father and mother and some stories of my life,1911,N/A,N/A,The Mangan press,"St. Louis, Mo.",230 p,N/A,N/A,N/A,N/A,Early experiences as a lightning rod salesman and later as a salesman and manufacturer of patent medicines.,N/A,1850,1914,N/A,N/A
Battle,Kemp Plummer,N/A,N/A,N/A,N/A,Memories of an old-time tar-heel,1945,N/A,N/A,Univ. of N.C. press,Chapel Hill,296 p,N/A,N/A,N/A,N/A,Lawyer and politician in North Carolina who from 1876—1801 served as president of the University of North Carolina.,N/A,1831,1919,N/A,N/A
Baughman,Theodore,N/A,N/A,N/A,N/A,The Oklahoma scout,n.d.,N/A,N/A,W. B. Conkey,Chicago,216 p,N/A,N/A,N/A,N/A,"Scout and Indian fighter, to about 1885.",N/A,1845,N/A,N/A,N/A
Baxter,John M.,N/A,N/A,N/A,N/A,Life...written by himself,1932,N/A,N/A,Deseret News press,Salt Lake City,234 p,N/A,N/A,N/A,N/A,Mormon bishop who had been a merchant and cattle rancher.,N/A,1859,N/A,N/A,N/A
Baxter,William,N/A,N/A,N/A,N/A,Pea Ridge and Prairie Grove; or...the war in Arkansas,1864,N/A,N/A,Poe & Hitchcock,Cine.,262 p,N/A,N/A,N/A,N/A,The president of Arkansas College tells of his civilian experiences.,N/A,1820,1880,N/A,N/A
Bayley,John,N/A,N/A,N/A,N/A,Confessions of a converted infidel,1854,N/A,N/A,Dodd,N.Y.,408 p,N/A,N/A,N/A,N/A,By a Methodist clergyman.,N/A,1814,1880,N/A,N/A
Baylis,Frederic J.,N/A,N/A,N/A,N/A,From the breadline to the pulpit,1914,N/A,N/A,Ravell,N.Y.,43 p,N/A,N/A,N/A,N/A,An English-born alcoholic who became a Mission worker in Alaska and Colorado and in 1900 a clergyman.,N/A,N/A,N/A,N/A,N/A
Bayne,Joseph Breckinridge,N/A,N/A,N/A,N/A,Bugs and bullets,1944,N/A,N/A,Richard R. Smith,N.Y.,256 p,N/A,N/A,N/A,N/A,Physician who served in Rumania during the first World War.,N/A,1880,N/A,N/A,N/A
Bayne,Samuel Gamble,N/A,N/A,N/A,N/A,Derricks of destiny,1924,N/A,N/A,Brentano’s,N.Y.,259 p,N/A,N/A,N/A,N/A,The author was an oil magnate in Pa*.: and a banker in New York.,N/A,1844,N/A,N/A,N/A
Bazemore,Thomas Jefferson,N/A,N/A,N/A,N/A,Autobiography and book of sermons,1901,N/A,N/A,"D. H. Goble, printer","Greenfield, Ind.",280 p,N/A,N/A,N/A,N/A,Baptist minister in Georgia.,N/A,N/A,N/A,N/A,N/A
Beach,David Nelson,N/A,N/A,N/A,N/A,Beach family reminiscences,1931,N/A,N/A,The Journal press,"Meriden, Conn.",244 p,N/A,N/A,N/A,N/A,"New England Congregational clergyman, college president and author of religious works.",N/A,1848,1926,N/A,N/A
Beach,Rex Ellingwood,N/A,N/A,N/A,N/A,Personal exposures,1940,N/A,N/A,Harper,N.Y.,303 p,N/A,N/A,N/A,N/A,"Novelist, screen writer.",N/A,1877,N/A,N/A,N/A
Beadle,William Henry Harrison,N/A,N/A,N/A,N/A,Autobiography,1938,N/A,N/A,State historical society,"Pierre, S.D.",160 p,N/A,N/A,N/A,N/A,"South Dakotan who was Superintendent of Public Instruction, a college president, and a member of the state legislature.",N/A,1838,1915,N/A,N/A
Beal,Fred E.,N/A,N/A,N/A,N/A,"Proletarian journey: New England, Gastonia, Moscow",1937,N/A,N/A,Hillman-Curl,N.Y.,352 p,N/A,N/A,N/A,N/A,"Communist and labor leader in textile strikes in New England; condemned for murder in the Gastonia, N.C., textile strike; fled to Russia; returned completely disillusioned with Communist Russia.",N/A,N/A,N/A,N/A,N/A
Beale,George William,N/A,N/A,N/A,N/A,A lieutenant of cavalry in Lee’s army,1918,N/A,N/A,Gorham press,Boston,231 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,N/A,N/A,N/A,N/A
Beals,Carleton,N/A,N/A,N/A,N/A,"Glass houses, ten years of freelancing",1938,N/A,N/A,J. B. Lippincott co.,Phila.,413 p,N/A,N/A,N/A,N/A,"A roving journalist, especially in Mexico.",N/A,1893,N/A,N/A,N/A
Beals,Carleton,N/A,N/A,N/A,N/A,The great circle; further adventures in free-lancing,1940,N/A,N/A,J. B. Lippincott,Phila.,358 p,N/A,N/A,N/A,N/A,"Adventures in Mexico, Spain, Russia, and elsewhere of a roving journalist.",N/A,1893,N/A,N/A,N/A
Bean,Charley,N/A,N/A,N/A,N/A,Boy’s life in the West,N/A,N/A,N/A,N/A,N/A,125 p,N/A,N/A,N/A,N/A,"Boyhood in Utah, miner and cattle rancher in Idaho.",N/A,1879,N/A,N/A,N/A
Bean,Ellis Peter,N/A,N/A,N/A,N/A,Memoir,1930,N/A,N/A,The book club of Texas,Houston,110 p,N/A,N/A,N/A,N/A,"An account of an adventurer and soldier in Mexico, the veracity of which has been questioned.",N/A,1783,1846,N/A,N/A
Bean,George Washington,N/A,N/A,N/A,N/A,Autobiography,1945,N/A,N/A,Utah pr. co.,Salt Lake City,377 p,N/A,N/A,N/A,N/A,"Utah pioneer; Indian fighter, farmer, judge, political figure, patriarch in the Mormon Church.",N/A,1831,N/A,N/A,N/A
Beane,Joshua Fillebrown,N/A,N/A,N/A,N/A,From forecastle to cabin,1905,N/A,N/A,Editor pub. co.,N.Y.,341 p,N/A,N/A,N/A,N/A,Whaler.,N/A,N/A,N/A,N/A,N/A
Bear,John W.,N/A,N/A,N/A,N/A,The life and travels of,1873,N/A,N/A,Binswanger,Baltimore,299 p,N/A,N/A,N/A,N/A,Well travelled political speaker who held several minor federal political posts.,N/A,1800,N/A,N/A,N/A
Bear,Luther Standing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"See Standing Bear, Chief Luther.",N/A,N/A,N/A,N/A,N/A
Beard,Daniel Carter,N/A,N/A,N/A,N/A,Hardly a man is now alive,1939,N/A,N/A,"Doubleday, Doran",N.Y.,361 p,N/A,N/A,N/A,N/A,The founder of the Boy Scout movement tells mainly of his youth and work as illustrator.,N/A,1850,1941,N/A,N/A
Beard,Mrs. Ida May (Crumpler),N/A,N/A,N/A,N/A,My own life,1900,N/A,N/A,Winston pub. co.,Winston-Salem,N/A,N/A,N/A,N/A,N/A,A sad tale of domestic life in North Carolina.,N/A,1862,N/A,N/A,N/A
Bearden,Clyde,N/A,N/A,N/A,N/A,Here we rest,1941,N/A,N/A,N.p.,N/A,102 p,N/A,N/A,N/A,N/A,A 20th century high school teacher in Alabama who became a chiropractor.,N/A,N/A,N/A,N/A,N/A
Beardsley,Isaac Haight,N/A,N/A,N/A,N/A,Echoes from peak and plain,1898,N/A,N/A,Eaton & Mains,N.Y.,605 p,N/A,N/A,N/A,N/A,Methodist clergyman in Ohio and Colorado who during the Civil War served as a chaplain.,N/A,1831,N/A,N/A,N/A
Beardsley,Levi,N/A,N/A,N/A,N/A,Reminiscences,1852,N/A,N/A,Pr. by Charles Vinten,N.Y.,567 p,N/A,N/A,N/A,N/A,New York lawyer and politician.,N/A,1785,N/A,N/A,N/A
Bearse,Austin,N/A,N/A,N/A,N/A,Reminiscences of fugitive slave law days in Boston,1880,N/A,N/A,Pr. by W. Richardson,Boston,41 p,N/A,N/A,N/A,N/A,Abolitionist in New England.,N/A,N/A,N/A,N/A,N/A
Beasley,Gertrude,N/A,N/A,N/A,N/A,My first thirty years,1925,N/A,N/A,Three mountains press,Paris,321 p,N/A,N/A,N/A,N/A,"Early life and schooling in Texas; college experiences at Simmons College, Abilene, Texas; teaching experiences; University of Chicago.",N/A,N/A,N/A,N/A,N/A
Beauchamp,Jereboam O.,N/A,N/A,N/A,N/A,The confession of Jereboam Beauchamp,1854,N/A,N/A,H. T. Goodsell,Kentucky,100 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,N/A,1826,N/A,N/A
Beaudry,Louis Napoleon,N/A,N/A,N/A,N/A,Spiritual struggles of a Roman Catholic: an autobiographical sketch,1875,N/A,N/A,Nelson & Phillips,N.Y.,275 p,N/A,N/A,N/A,N/A,Story of a Roman Catholic convert to Protestantism.,N/A,1833,1892,N/A,N/A
Beaumont,Mrs. Betty,N/A,N/A,N/A,N/A,Twelve years of my life: an autobiography,1887,N/A,N/A,T. B. Peterson,Phila.,366 p,N/A,N/A,N/A,N/A,"An English-woman’s account of her life in a small merchandising store in Mississippi, 1854-1866.",N/A,N/A,N/A,N/A,N/A
Beaux,Cecilia,N/A,N/A,N/A,N/A,Background with figures; autobiography of Cecilia Beaux,1930,N/A,N/A,Houghton Mifflin co.,Boston & N.Y.,356 p,N/A,N/A,N/A,N/A,"A portrait artist tells of her early life and education in Pa., and of her many sitters.",N/A,1863,1942,N/A,N/A
Beck,Christian,N/A,N/A,N/A,N/A,Reise um die welt,1907,N/A,N/A,W. Reuter,Dresden,307 p,N/A,N/A,N/A,N/A,"German traveller who for several years worked as a blacksmith in Louisville, Cincinnati, New Orleans, Texas and Louisiana.",N/A,N/A,N/A,N/A,N/A
Beck,Fannie Davis (Veale),N/A,N/A,N/A,N/A,On the Texas frontier,1937,N/A,N/A,Britt printing co.,St. Louis,295 p,N/A,N/A,N/A,N/A,A domestic account which includes Iowa as well as Texas.,N/A,1861,N/A,N/A,N/A
Beck,Joseph Clark,N/A,N/A,N/A,N/A,Fifty years in medicine,1940,N/A,N/A,McDonough,Chicago,329 p,N/A,N/A,N/A,N/A,Physician on the staff of the Cook County hospital who came from Austria.,N/A,1870,N/A,N/A,N/A
Beck,Levi Garrett,N/A,N/A,N/A,N/A,Reminiscences of fifty years in the gospel ministry,1883,N/A,N/A,Wagenseller,Phila.,19 p,N/A,N/A,N/A,N/A,Baptist clergyman in Pennsylvania.,N/A,1812,1888,N/A,N/A
Beck,Stephen C.,N/A,N/A,N/A,N/A,A true sketch of his army life,N/A,N/A,N/A,No imprint,1912?,N/A,N/A,N/A,N/A,N/A,Union army.,N/A,1842,N/A,N/A,N/A
Becker,John P.,N/A,N/A,N/A,N/A,"Sexagenary, or Reminiscences of the American Revolution",1833,N/A,N/A,W. C. Little & O. Steele,Albany,203 p,N/A,N/A,N/A,N/A,The author served in the northern part of New York State.,N/A,1765,1837,N/A,N/A
Becker,Mathias Birne,N/A,N/A,N/A,N/A,Dawn of light,1931,N/A,N/A,M. B. Becker,Chicago,220 p,N/A,N/A,N/A,N/A,Religious experiences of a Christian Scientist practitioner.,N/A,1859,N/A,N/A,N/A
Beckham,E.C.,N/A,N/A,N/A,N/A,War reminiscences,1908,N/A,N/A,Trevathan,"Batesville, Ark.",42 p,N/A,N/A,N/A,N/A,Confederate soldier.,N/A,N/A,N/A,N/A,N/A
Beckley,John,N/A,N/A,N/A,N/A,The Honorable John Beckley: an autobiography,1910,N/A,N/A,N/A,"Beckley, W.Va.",10 p,N/A,N/A,N/A,N/A,School teacher in what is now West Virginia.,N/A,1833,N/A,N/A,N/A
