author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Byrd,William,N/A,N/A,Wright,Louis B.,London diary (1717-1721) and other writings,N/A,1958,N/A,Oxford University Press,New York,647 p,N/A,N/A,N/A,N/A,Byrd's meticulous diary details his life in Colonial America after inheriting his father's estates in Virginia.,N/A,1674,1744,N/A,N/A
Byrd,William,N/A,N/A,Wright,Louis B.,"The secret diary of William Byrd of Westover, 1709-1712",1941,1972,N/A,Arno Press,New York,622 p,N/A,N/A,N/A,N/A,"One of the earliest diaries by a Southern colonist, detailing life in Tidewater Virginia during the early eighteenth century.",N/A,1674,1744,N/A,N/A
Byrnes,James Francis,N/A,N/A,N/A,N/A,All in one lifetime,N/A,1958,N/A,Harper and Brothers,New York,432 p,N/A,N/A,N/A,N/A,"The life of a distinguished statesman who served in various capacities including Congressman, Senator, Supreme Court Justice, Secretary of State, and Governor.",N/A,1879,1972,N/A,N/A
Byron,Ralph L.,N/A,N/A,N/A,N/A,Surgeon of hope,N/A,1977,N/A,Fleming H. Revell Co.,"Old Tappan, New Jersey",159 p,N/A,N/A,N/A,N/A,"Byron's career as a surgeon is intertwined with his evangelical Christian faith, illustrating both his surgical skills and personal beliefs.",N/A,N/A,N/A,N/A,N/A
Cabell,James Branch,N/A,N/A,N/A,N/A,As I remember it: some epilogues in recollection,N/A,1955,N/A,The McBride Co.,New York,243 p,N/A,N/A,N/A,N/A,"A narrative about his career as a writer, including descriptions of his interactions with influential figures.",N/A,1879,1958,N/A,N/A
Cabell,James Branch,N/A,N/A,Colum,Padraic,Between friends: letters of James Branch Cabell and others,N/A,1962,N/A,"Harcourt Brace & World, Inc.",New York,304 p,N/A,N/A,N/A,N/A,"Letters revealing varied opinions from authors during the post-World War I years, including discussions on Cabell's controversial novel.",N/A,1879,1958,N/A,N/A
Cabell,James Branch,N/A,N/A,Wagenknecht,Edward,The letters of James Branch Cabell,N/A,1975,N/A,University of Oklahoma Press,Norman,277 p,N/A,N/A,N/A,N/A,"Most letters by this Southern novelist are addressed to literary figures, detailing their interactions and thoughts.",N/A,1879,1959,N/A,N/A
Cabell,James Branch,N/A,N/A,N/A,N/A,Preface to the past,N/A,1936,N/A,R.M. McBride & Co.,New York,309 p,N/A,N/A,N/A,N/A,A collection of commentaries and autobiographical notes reflecting on Cabell's life and the contemporary literary scene.,N/A,1879,1958,N/A,N/A
Cabell,James Branch,N/A,N/A,N/A,N/A,"Quiet, please",N/A,1952,N/A,University of Florida Press,Gainesville,105 p,N/A,N/A,N/A,N/A,Reflections on the author's feelings and thoughts about his youth and aging.,N/A,1879,1958,N/A,N/A
Cabot,Thomas D.,N/A,N/A,N/A,N/A,Beggar on horseback: the autobiography of Thomas D. Cabot,N/A,1979,N/A,David R. Godine,Boston,191 p,N/A,N/A,N/A,N/A,"Cabot's autobiography reflects on his successful business career and philanthropic efforts, along with his family's traditions.",N/A,1898,N/A,N/A,N/A
Cacopardo,J. Jerry,N/A,N/A,Weldon,Don,Show me a miracle: the true story of a man who went from prison to pulpit,N/A,1961,N/A,"E.P. Dutton and Co., Inc.",New York,220 p,N/A,N/A,N/A,N/A,"Cacopardo's journey from being wrongfully imprisoned to becoming a Presbyterian minister, focusing on his faith and redemption.",N/A,1910,N/A,N/A,N/A
Cahan,Abraham,N/A,N/A,Stein,Leon,The education of Abraham Cahan,1926,1969,N/A,Jewish Publication Society of America,Philadelphia,450 p,N/A,N/A,N/A,N/A,"Cahan's life story highlights his journey from immigrant to influential journalist, advocating for social justice and communication.",N/A,1860,1951,N/A,N/A
Cahill,Susan Girlinghausen,N/A,N/A,N/A,N/A,Earth angels: portraits from childhood and youth,N/A,1976,N/A,Harper and Row,New York,213 p,N/A,N/A,N/A,N/A,"Cahill narrates her journey through childhood and adolescence, exploring her evolving faith and experiences in the Catholic Church.",N/A,N/A,N/A,N/A,N/A
Caine,Lynn,N/A,N/A,N/A,N/A,Widow,N/A,1974,N/A,"William Morrow & Co., Inc.",New York,222 p,N/A,N/A,N/A,N/A,"The author shares her experiences and feelings as a widow — 'the emotions of bereavement that leave even the strongest psyche tattered.' She writes of the onset of her husband's cancer, the months of illness, his death, the progression of her grief.",N/A,1927,N/A,N/A,N/A
Calder,Alexander,N/A,N/A,N/A,N/A,Calder; an autobiography with pictures,1966,1977,N/A,Random House (Pantheon Books),New York,285 p,N/A,N/A,N/A,N/A,"Famous for his mobile and stabile sculptures, this artist first trained as an engineer. In his twenties he turned to art, creating intricately balanced and shaped structures which changed the direction of twentieth-century art.",N/A,1898,1976,N/A,N/A
Caldwell,Charles,N/A,N/A,Stevenson,Lloyd G.,"Autobiography of Charles Caldwell, M.D.",1885,1968,N/A,Da Capo Press,New York,454 p,N/A,N/A,N/A,N/A,"This is the hyperbolic, self-defensive autobiography of 'the Horatio Alger of medicine, the enfant terrible of Philadelphia and the West, the fiercest and fightingest of pioneers, the non-stop medical orator.' Caldwell was a physician in the War of 1812, professor at the Philadelphia Academy of Medicine and the medical schools of Louisville and Lexington, and a prolific author.",N/A,1772,1853,N/A,N/A
Caldwell,Erskine,N/A,N/A,N/A,N/A,Call it experience: the years of learning how to write,N/A,1951,N/A,"Duell, Sloan and Pearce",New York,239 p,N/A,N/A,N/A,N/A,"Beginning with his early days as a stringer for local Georgia newspapers, Caldwell describes the hard work getting started as a writer, publishing his first fiction, his collaborations with Margaret Bourke-White, and the difficult business of developing his career.",N/A,1903,N/A,N/A,N/A
Caldwell,Janet Taylor,N/A,N/A,N/A,N/A,Growing up tough,N/A,1971,N/A,The Devin-Adair Company,"Old Greenwich, Connecticut",159 p,N/A,N/A,N/A,N/A,One of the world's most widely read writers looks at her early years in England and America. Her story becomes a strange polemic for her anti-feminist stance.,N/A,1900,N/A,N/A,N/A
Calhoun,Jack,N/A,N/A,Calhoun,Beryl,Somewhere the sun is shining,N/A,1976,N/A,Grossmont Press,"San Diego, California",70 p,N/A,N/A,N/A,N/A,"Calhoun, a journalism major at the University of California, Berkeley, enlisted in the Army Air Force shortly after the bombing of Pearl Harbor and received flight training in Texas before being stationed in England and Belgium as a fighter pilot. His mother, editor of the collection, reports her son's death in battle on February 22, 1945.",N/A,1923,1945,N/A,N/A
Calhoun,John Caldwell,N/A,N/A,Hemphill,W. Edwin,The papers of John C. Calhoun,N/A,1959,N/A,University of South Carolina Press,Columbia,v. Index,N/A,N/A,N/A,N/A,"This thorough, scholarly collection of Calhoun's papers, mostly letters he wrote as Secretary of War under President Monroe, focuses on his presidential prospects and their gradual disappearance; relations between the U.S. government and various Indian tribes; monitoring the educational quality of the U.S. Military Academy at West Point; discussions of whether to establish military outposts in the Northwest; the Monroe Doctrine; and some minor aspects of his personal life.",N/A,1782,1850,N/A,N/A
Calkins,Earnest Elmo,N/A,N/A,N/A,N/A,And hearing not — : annals of an adman,N/A,1946,N/A,Charles Scribner's Sons,New York,387 p,N/A,N/A,N/A,N/A,"Deaf from early childhood, the author writes of his difficult adjustment to the world with this handicap. He emphasizes that over six million people of the U.S. are seriously hard of hearing, causing considerable disadvantage in a society which carries on the business of living largely by speech.",N/A,1868,N/A,N/A,N/A
Calkins,Frank,N/A,N/A,N/A,N/A,Rocky Mountain warden,N/A,1971,N/A,Alfred A. Knopf,New York,265 p,N/A,N/A,N/A,N/A,"Primarily a description of life in southern rural Utah where he worked five years as a game warden, the book gives an earthy portrait of Western country life.",N/A,N/A,N/A,N/A,N/A
Callahan,Kenneth,N/A,N/A,Johnson,Michael R.,Kenneth Callahan: universal voyage,N/A,1973,N/A,University of Washington Press,Seattle,79 p,N/A,N/A,N/A,N/A,"Primarily a collection of his paintings printed with a text edited from the recent tape recordings, lectures, and writings of a major artist in the Pacific Northwest, whose work is seen as primordial, metaphysical, mystical.",N/A,N/A,N/A,N/A,N/A
Calley,William Laws,N/A,N/A,Sack,John,Lieutenant Calley: his own story,N/A,1971,N/A,Viking,New York,181 p,N/A,N/A,N/A,N/A,"He gives his own account of what happened before, during, and after the controversial incident in the village of Mylai, Vietnam, which resulted in a military jury finding him guilty of premeditated murder.",N/A,N/A,N/A,N/A,N/A
Calloway,Cab,N/A,N/A,Rollins,Bryant,Of Minnie the Moocher and me,N/A,1976,N/A,Thomas Y. Crowell and Co.,New York,282 p,N/A,N/A,N/A,N/A,"Calloway tells of his exhilarating career as band leader and singer, which included fame, fortune, and bevies of females. He loved his work, which included a full roster of celebrities during the Jazz Age and the Big Band Era.",N/A,N/A,N/A,N/A,N/A
Calverley,Eleanor Jane,N/A,N/A,N/A,N/A,My Arabian days and nights,N/A,1958,N/A,Thomas Y. Crowell Co.,New York,182 p,N/A,N/A,N/A,N/A,"Medical missionary describes her family and professional experience in Kuwait, where she was the first woman doctor (1912-1930).",N/A,N/A,N/A,N/A,N/A
Cameron,James,N/A,N/A,N/A,N/A,Point of departure,1967,1978,N/A,Oriel Press,Boston,318 p,N/A,N/A,N/A,N/A,English journalist Cameron writes a compelling philosophical account of his globetrotting career as a reporter of diverse and significant international events since World War II.,N/A,1911,N/A,N/A,N/A
Campanella,Roy,N/A,N/A,N/A,N/A,It's good to be alive,N/A,1959,N/A,"Little, Brown and Co.",Boston,306 p,N/A,N/A,N/A,N/A,"Paralyzed by an accident in the prime of his career, a popular baseball player describes his early life, his years with the Brooklyn Dodgers, and the difficult recovery from total paralysis.",N/A,1921,N/A,N/A,N/A
Campbell,Litta Belle,N/A,N/A,N/A,N/A,Here I raise mine Ebenezer,N/A,1963,N/A,Simon and Schuster,New York,256 p,N/A,N/A,N/A,N/A,"Her life, character, and opinions are reflected in anecdotal sketches of her childhood, married family life, children, legal issues, and incidents related to her career as a lawyer.",N/A,N/A,N/A,N/A,N/A
Campbell,Litta Belle,N/A,N/A,N/A,N/A,Marching without banners: and other devices,N/A,1969,N/A,Simon and Schuster,New York,192 p,N/A,N/A,N/A,N/A,"A loosely structured narrative which reads like a journal, with entries responding to particular events in her life after retiring from a legal career.",N/A,N/A,N/A,N/A,N/A
Campbell,Tom W.,N/A,N/A,N/A,N/A,Arkansas lawyer: reminiscences of a lifetime,N/A,1952,N/A,Pioneer Publishing Co.,"Little Rock, Arkansas",522 p,N/A,N/A,N/A,N/A,Arkansas lawyer Tom Campbell recounts in abundant detail the highlights of his childhood in Randolph County and notable cases of his fifty-year law practice throughout Arkansas.,N/A,1874,N/A,N/A,N/A
Camuti,Louis J.,N/A,N/A,Frankel,Marilyn and Haskel,All my patients are under the bed: memoirs of a cat doctor,N/A,1980,N/A,Simon and Schuster,New York,222 p,N/A,N/A,N/A,N/A,"Veterinarian Camuti has spent sixty years treating cats — all house calls, which he believes reduces feline anxiety.",N/A,1893,N/A,N/A,N/A
Canada,J.W.,N/A,N/A,N/A,N/A,Life at eighty: memories and comments by a tarheel in Texas,N/A,1952,N/A,J.W. Canada,"LaPorte, Texas",198 p,N/A,N/A,N/A,N/A,"Canada describes his childhood, youth, and college education in North Carolina, focusing on his fifty years of farm work in Texas.",N/A,1871,N/A,N/A,N/A
Canary,Martha,N/A,N/A,McCormick,Jean Hickok,Copies of Calamity Jane's diary and letters,1951,1951,N/A,Foote Pub. Co.,"Billings, Montana",n.p.,N/A,N/A,N/A,N/A,"In plain language, Calamity Jane writes an annual letter to her daughter, assuring her of her legitimacy.",N/A,1850,1903,N/A,N/A
Canby,Henry Seidel,N/A,N/A,N/A,N/A,American memoir,N/A,1947,N/A,Houghton Mifflin Co.,Boston,433 p,N/A,N/A,N/A,N/A,"A perceptive, well-written analysis of his childhood and experiences throughout his life, including the influence of World War I.",N/A,1878,1961,N/A,N/A
Candlin,Enid Saunders,N/A,N/A,N/A,N/A,The breach in the wall; a memoir of the Old China,N/A,1973,N/A,"Macmillan Publishing Co., Inc.",New York,340 p,N/A,N/A,N/A,N/A,"Candlin describes China and its cities as she knew and loved them, along with historical and political insights.",N/A,N/A,N/A,N/A,N/A
Cane,Melville,N/A,N/A,N/A,N/A,All and sundry; an oblique autobiography,N/A,1968,N/A,"Harcourt, Brace & World, Inc.",New York,253 p,N/A,N/A,N/A,N/A,A miscellany of prose and poetry revealing the stages of Cane's long life as a practicing poet and lawyer.,N/A,1879,N/A,N/A,N/A
Canfield,Cass,N/A,N/A,N/A,N/A,Up and down and around: a publisher recollects the time of his life,N/A,1971,N/A,Harper & Row,New York,272 p,N/A,N/A,N/A,N/A,His long association with Harper's has brought Canfield into contact with many well-known authors and significant events.,N/A,1897,N/A,N/A,N/A
Cannon,"James, Jr.",N/A,N/A,Watson,Richard L.,Bishop Cannon's own story: life as I have seen it,N/A,1955,N/A,Duke University Press,"Durham, North Carolina",465 p,N/A,N/A,N/A,N/A,Cannon discusses his life experiences and political efforts as a church lobbyist through various significant events.,N/A,1864,1944,N/A,N/A
Cannon,James P.,N/A,N/A,Lavan,George,Letters from prison,N/A,1968,N/A,Merit Publishers,New York,354 p,N/A,N/A,N/A,N/A,"Cannon penned 182 letters to his wife while imprisoned, offering a coherent system for establishing a structured political party.",N/A,1891,N/A,N/A,N/A
Cannon,Joseph Gurney,N/A,N/A,Bushey,L. White,Uncle Joe Cannon: the story of a pioneer American,1927,1970,N/A,Scholarly Press,"St. Clair Shores, Michigan",362 p,N/A,N/A,N/A,N/A,N/A,N/A,1836,1926,N/A,N/A
Cannon,Walter Bradford,N/A,N/A,N/A,N/A,The way of an investigator: a scientist's experiences in medical research,1945,1965,N/A,Hafner Press,New York,223 p,N/A,N/A,N/A,N/A,"He writes of his experience as a teacher and researcher during a forty-year career at Harvard Medical School — his problems, his mistakes, and his satisfactions.",N/A,1871,1945,N/A,N/A
Canton,Frank M.,N/A,N/A,Dale,Edward Everett,Frontier trails: the autobiography of Frank M. Canton,1930,1966,N/A,University of Oklahoma Press,Norman,236 p,N/A,N/A,N/A,N/A,"Although he was an outlaw in Texas in his youth, he later changed his name, moved north, and became a peace officer, serving as sheriff and deputy U.S. Marshal in various places, then as adjutant general of the Oklahoma National Guard.",N/A,1849,1927,N/A,N/A
Cantor,Eddie,N/A,N/A,N/A,N/A,As I remember them,N/A,1963,N/A,"Duell, Sloan and Pearce",New York,144 p,N/A,N/A,N/A,N/A,A performer recalls with warmth and affection the events and friends of his show business career.,N/A,1892,1964,N/A,N/A
Cantor,Eddie,N/A,N/A,Ardmore,Jane Kesner,Take my life,N/A,1957,N/A,"Doubleday and Co., Inc.",New York,288 p,N/A,N/A,N/A,N/A,A Broadway comedian describes his early life on New York's Lower East Side and his long and happy career in entertainment.,N/A,1892,1964,N/A,N/A
Cantor,Eddie,N/A,N/A,Rosenteur,Phyllis,The way I see it,N/A,1959,N/A,"Prentice-Hall, Inc.","Englewood Cliffs, New Jersey",204 p,N/A,N/A,N/A,N/A,"The homespun life and philosophy of a prominent entertainer is full of anecdotes about family, friends, and the famous.",N/A,1892,1964,N/A,N/A
Canutt,Yakima,N/A,N/A,Drake,Oliver,The autobiography of Yakima Canutt,N/A,1979,N/A,Walker and Co.,New York,252 p,N/A,N/A,N/A,N/A,"A narration of Canutt's exciting life, ranging from being a championship rodeo rider to a stunt man in films.",N/A,1895,N/A,N/A,N/A
Canzoneri,Robert,N/A,N/A,N/A,N/A,A highly ramified tree,N/A,1976,N/A,The Viking Press,New York,189 p,N/A,N/A,N/A,N/A,Canzoneri writes lyrically of the interplay of generations in his extended Italian family and of the effects of time and change on them.,N/A,1925,N/A,N/A,N/A
Capa,Robert,N/A,N/A,N/A,N/A,Slightly out of focus,N/A,1947,N/A,Henry Holt and Co.,New York,243 p,N/A,N/A,N/A,N/A,A photographer and war correspondent writes of his experience in love and war during World War II.,N/A,1913,1954,N/A,N/A
Capote,Truman,N/A,N/A,N/A,N/A,Dogs bark; public people and private places,N/A,1973,N/A,Random House,New York,419 p,N/A,N/A,N/A,N/A,The author's collection of his short pieces depicting his personal landscape and characters he has found memorable.,N/A,1924,N/A,N/A,N/A
Capote,Truman,N/A,N/A,N/A,N/A,The Thanksgiving visitor,N/A,1967,N/A,Random House,New York,63 p,N/A,N/A,N/A,N/A,"An autobiographical story about Capote's childhood years focusing on his relationship with his cousin, Miss Sook Faulk.",N/A,1924,N/A,N/A,N/A
Capra,Frank,N/A,N/A,N/A,N/A,Frank Capra: the name above the title: an autobiography,N/A,1971,N/A,The Macmillan Co.,New York,513 p,N/A,N/A,N/A,N/A,"An immensely successful movie director, Capra rose from humble beginnings to eminence in the arts.",N/A,1897,N/A,N/A,N/A
Caraway,Hattie Wyatt,N/A,N/A,Kincaid,Diane D.,Silent Hattie speaks: the personal journal of Senator Hattie Caraway,N/A,1979,N/A,Greenwood Press,"Westport, Connecticut",151 p,N/A,N/A,N/A,N/A,"The diary verifies the harsh judgment against Caraway, the first woman elected to the U.S. Senate, reflecting her infrequent focus on Senate business.",N/A,1878,1950,N/A,N/A
Carew,Rodney Cline,N/A,N/A,Berkow,Ira,Carew,N/A,1979,N/A,Simon & Schuster,New York,251 p,N/A,N/A,N/A,N/A,Carew describes his rise from an impoverished childhood to a comfortable life and discusses his experiences with racial discrimination.,N/A,N/A,N/A,N/A,N/A
Carey,Mathew,N/A,N/A,N/A,N/A,Autobiographical sketches,1829,1970,N/A,Arno Press,New York,156 p,N/A,N/A,N/A,N/A,The author wrote a series of letters addressing his views on the rise and progress of the American system.,N/A,1760,1839,N/A,N/A
Carlisle,Olga Andreyen,N/A,N/A,N/A,N/A,Island in time: a memoir of childhood,N/A,1980,N/A,"Holt, Rinehart & Winston",New York,227 p,N/A,N/A,N/A,N/A,"Carlisle, a Russian emigree painter and writer, analyzes her wartime exile on the lie d'Oleron, France, from the dual perspectives of her teenage years during World War II and her current viewpoint.",N/A,1930,N/A,N/A,N/A
Carlisle,William L.,N/A,N/A,Williams,JR.,"Bill Carlisle, lone bandit: an autobiography",N/A,1946,N/A,"Trail's End Publishing Co., Inc.",Pasadena,220 p,N/A,N/A,N/A,N/A,"Cowboy turned bandit, imprisoned twenty years and rehabilitated.",N/A,1890,1964,N/A,N/A
Carison,Gerald F.,N/A,N/A,N/A,N/A,Two on the rocks,N/A,1966,N/A,"David McKay Co., Inc.",New York,193 p,N/A,N/A,N/A,N/A,"His fascinating adventures among the Eskimos on Little Diomede Island in the Bering Strait, 150 miles from Nome, Alaska.",N/A,1925,N/A,N/A,N/A
Carmichael,Hoagy,N/A,N/A,Longstreet,Stephen,Sometimes I wonder,N/A,1965,N/A,"Farrar, Straus and Giroux",New York,313 p,N/A,N/A,N/A,N/A,"A fuller narrative of his life in the center of the jazz world, his boyhood in Indiana, his college bands, his success on radio and in Hollywood.",N/A,1899,N/A,N/A,N/A
Carmichael,Hoagy,N/A,N/A,N/A,N/A,Stardust road,1946,1969,N/A,Greenwood Press,New York,156 p,N/A,N/A,N/A,N/A,"The early days of jazz and Tin-Pan Alley, in a rhythmic narrative that carries the droll humor of one of the great jazz pianists and songwriters.",N/A,1899,N/A,N/A,N/A
Carothers,Merlin R.,N/A,N/A,Oftedal,Jorunn,Prison to praise,1970,1972,N/A,Charisma Books,"Watchung, New Jersey",107 p,N/A,N/A,N/A,N/A,"Colonel Carothers writes of his criminal youth, his life as a soldier-paratrooper-demolitions expert during World War II, and his conversion to Christ.",N/A,N/A,N/A,N/A,N/A
Carothers,Merlin R.,N/A,N/A,N/A,N/A,Victory on Praise Mountain,N/A,1979,N/A,Logos International,"Plainfield, New Jersey",177 p,N/A,N/A,N/A,N/A,"Carothers describes incidents that occurred during his ministry of Praise Center in Escondido, California, focusing on overcoming trials.",N/A,N/A,N/A,N/A,N/A
Carpenter,Malcolm Scott,N/A,N/A,N/A,N/A,We seven: by the astronauts themselves,N/A,1962,N/A,"Simon & Schuster, Inc.",New York,352 p,N/A,N/A,N/A,N/A,A collective autobiography and description of their training and missions by the seven Project Mercury astronauts.,N/A,1925,N/A,N/A,N/A
Carpenter,Will Tom,N/A,N/A,Miler,Elton,Lucky 7: a cowman's autobiography,N/A,1957,N/A,University of Texas Press,Austin,119 p,N/A,N/A,N/A,N/A,"""Lucky 7"" chronicles the odyssey of his adventuresome life as a cattle driver and trail boss.",N/A,1854,1933,N/A,N/A
Carr,Camillo Casatti Cadmus,N/A,N/A,N/A,N/A,A Cavalryman in Indian country,N/A,1974,N/A,Lewis Osborne,"Ashland, Oregon",55 p,N/A,N/A,N/A,N/A,Carr's narrative concerns his three years in the blistering Arizona frontier at Fort McDowell.,N/A,1842,1914,N/A,N/A
Carr,William George,N/A,N/A,N/A,N/A,The continuing education of William George Carr: an autobiography,N/A,1978,N/A,National Education Association,"Washington, D.C.",442 p,N/A,N/A,N/A,N/A,Carr focuses on national and international aspects of education and the NEA's involvement in various educational reforms.,N/A,1901,N/A,N/A,N/A
Carrel,Alexis,N/A,N/A,N/A,N/A,Voyage to Lourdes,N/A,1950,N/A,Harper and Brothers,New York,52 p,N/A,N/A,N/A,N/A,"This book relates a French-American surgeon's personal reconciliation at Lourdes, France, between Catholic faith and science.",N/A,1873,1944,N/A,N/A
Carrieri,Joe,N/A,N/A,Hollander,Zander,Yankee batboy,N/A,1955,N/A,Prentice-Hall,New York,202 p,N/A,N/A,N/A,N/A,"The author discusses his association with the New York Yankees during the time of Mickey Mantle, Casey Stengel, and Yogi Berra.",N/A,1937,N/A,N/A,N/A
Carrighar,Sally,N/A,N/A,N/A,N/A,Home to the wilderness,N/A,1973,N/A,Houghton Mifflin,Boston,330 p,N/A,N/A,N/A,N/A,"A writer and naturalist describes her childhood and early years, focusing on the tense relationship she had with her mother.",N/A,N/A,N/A,N/A,N/A
Carroll,Charles,N/A,N/A,Mayer,Brantz,"Journal of Charles Carroll, 1776: during his visit to Canada, in 1776",N/A,1969,N/A,New York Times/Arno Press,New York,110 p,N/A,N/A,N/A,N/A,"Carroll's journal records his trip from New York to Montreal, detailing the conditions of soldiers there.",N/A,1737,1832,N/A,N/A
Carroll,Gladys (Hasty),N/A,N/A,N/A,N/A,To remember forever: the journal of a college girl 1922-1923,N/A,1963,N/A,"Little, Brown and Co.",Boston,306 p,N/A,N/A,N/A,N/A,An account of her first year at Bates College portraying life at a women's school.,N/A,1904,N/A,N/A,N/A
Carroll,Gladys,N/A,N/A,N/A,N/A,Years away from home,N/A,1972,N/A,"Little, Brown and Co.",Boston,373 p,N/A,N/A,N/A,N/A,"Recalling some experience from her first book, this one shows the influence of her home life on her development as a writer, up to the success of her first novel, As the Earth Turns.",N/A,1904,N/A,N/A,N/A
Carroll,John,N/A,N/A,Hanley,Thomas O'Brien,"The John Carroll papers: Vol. I, 1755-1791; Vol. II, 1792-1806; Vol. III, 1807-1815",N/A,1976,N/A,University of Notre Dame Press,"South Bend, Indiana",3v,N/A,N/A,N/A,N/A,"This beautifully printed, carefully edited collection contains about ninety percent letters, but also includes ecclesiastical reports and a journal of Carroll's European tour, 1771-72. Together, these letters illustrate Carroll's concerns, human, theological, and political, pertinent to establishing the Catholic Church in America, and significant communication with Catholic clergy and laity throughout America and Europe.",N/A,1735,1815,N/A,N/A
Carson,Christopher (Kit),N/A,N/A,Quailfe,Milo Milton,Kit Carson's autobiography,1926,1966,N/A,University of Nebraska Press,Lincoln,192 p,N/A,N/A,N/A,N/A,"A dictated unsentimental account of his career as a Western scout and Indian fighter by one of America's most romanticized figures. Carson was brave, resourceful, an indefatigable traveler with extraordinary common sense concerning military strategy and peaceful relations with Indian tribes.",N/A,1809,1868,N/A,N/A
Carter,Forrest Bedford Gunyi Usdi (Little Tree),N/A,N/A,N/A,N/A,Education of Little Tree: a true story,N/A,1976,N/A,Delacorte Press,New York,216 p,N/A,N/A,N/A,N/A,"Carter (named 'Little Tree' in Cherokee) was orphaned at five and in 1930 went to live with his grandparents in the Tennessee mountains. Taught the lore of nature by his grandmother and his Cherokee heritage by his grandfather, he had little contact with the world of white prejudice until placed in a Christian orphanage where he was beaten and ostracized. He finally left the orphanage and returned to the mountain cabin to share his grandparents' last years.",N/A,1926,N/A,N/A,N/A
Carter,Hugh Alton,N/A,N/A,Leighton,Frances Spatz,"Cousin Beedie and Cousin Hot: my life with the Carter family of Plains, Georgia",N/A,1978,N/A,"Prentice Hall, Inc.","Englewood Cliffs, New Jersey",366 p,N/A,N/A,N/A,N/A,"Among various people capitalizing on their relationship to Jimmy Carter is 'Cousin Beedie,' a Plains, Georgia, worm and cricket farmer, antique dealer, and state legislator. He affably gossips about all the members of the Carter family, their children, wives, cousins, and other relatives, rehashing familiar stories and telling some new ones.",N/A,1920,N/A,N/A,N/A
Carter,Jimmy,N/A,N/A,Pippert,Wesley G.,The spiritual journey of Jimmy Carter: in his own words,N/A,1978,N/A,The Macmillan Co.,New York,270 p,N/A,N/A,N/A,N/A,"The collection of excerpts from speeches, interviews, and writings of Jimmy Carter before and during his presidency is arranged to provide the commentary of a devout, fundamentalist, evangelical Christian on his religion. It covers 'The Life of Faith'; 'Temptation, Sin, Forgiveness, and Grace'; 'Religion and Politics'; and 'Teaching and Preaching.'",N/A,1924,N/A,N/A,N/A
Carter,Landon,N/A,N/A,Greene,Jack P.,The diary of Colonel Landon Carter of Sabine Hall: 1752-1778,N/A,1965,N/A,University Press of Virginia,Charlottesville,2v,N/A,N/A,N/A,N/A,"A rich account of the day-to-day life of a member of the colonial Virginia gentry, this diary includes much information on agriculture, crops, slavery, medical practice, scientific activity, social life, and politics, and a look at his personal traits and values, his problems, his motivation, and the world as he saw it.",N/A,1710,1778,N/A,N/A
Carter,Lillian,N/A,N/A,Tartan,Beth,"Ms. Lillian and friends: the Plains, Georgia, family philosophy and recipe book",N/A,1977,N/A,A & W Publisher,New York,254 p,N/A,N/A,N/A,N/A,"This peculiar book contains autobiographical interviews with Lillian Carter, mother of President Jimmy Carter, who wrote the foreword. It also contains a history of the Carter hometown, Plains, Georgia; sketches of Southern stereotypes, and recipes of Southern food.",N/A,1898,N/A,N/A,N/A
Carter,Robert,N/A,N/A,Wright,Louis B.,"Letters of Robert Carter: 1720-1727, the commercial interests of a Virginia gentleman",1940,1970,N/A,Greenwood Press,"Westport, Connecticut",153 p,N/A,N/A,N/A,N/A,The letters of a great planter and colonial leader provide important historical information on business relations with English and European merchants and the preoccupation of early Virginians with trade.,N/A,1663,1732,N/A,N/A
Carter,Sidney,N/A,N/A,Lane,Bessie Mell,Dear Bet: the Carter letters 1861-1863,N/A,1978,N/A,Bessie Mell Lane,"Clemson, South Carolina",165 p,N/A,N/A,N/A,N/A,"Carter's straightforward and unassuming letters to his wife cover the period from his enlistment in the Confederate Army in August 1861, to January 21, 1863. He was killed at Gettysburg a week later. The letters comment on Carter's food supply, supplemented from home when the viands survived the journey, on his intermittently bad health, and on the war in his immediate vicinity.",N/A,1832,1863,N/A,N/A
Carter,Vincent O.,N/A,N/A,N/A,N/A,The Bern book: a record of a voyage of the mind,N/A,1973,N/A,The John Day Co.,New York,297 p,N/A,N/A,N/A,N/A,"Though not strictly either an autobiography or a travel book, this book states the author's faith in himself and describes his experience of being an unpublished writer and the only Black man in Bern, Switzerland, where he gives English lessons and writes.",N/A,1924,N/A,N/A,N/A
Carter,"William Hodding, Jr.",N/A,N/A,N/A,N/A,First person rural,N/A,1963,N/A,"Doubleday & Co., Inc.","Garden City, New York",249 p,N/A,N/A,N/A,N/A,"The editor of the Delta Democrat-Times in Greenville, Mississippi, recounts stories of Southern life, travels, hunting expeditions, and people he knew.",N/A,1907,1972,N/A,N/A
