author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
CLARK,H. Atwood,N/A,N/A,N/A,N/A,Those Were the Day,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Wiltshire farming, sport, natural history, country life, beginning of the century.",N/A,N/A,N/A,N/A,N/A
CLARK,John,N/A,N/A,N/A,N/A,Memoirs,"Bath, 1810",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Religious life and work of dissenting minister of Trowbridge, Wilts.",Dissenting minister,N/A,N/A,N/A,N/A
CLARK,Norman,N/A,N/A,N/A,N/A,All in the Game,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Blundell's School; with RAF in WWI; a boxing career; National Sporting Club; famous fighters, patrons, etc.",Boxer,N/A,N/A,N/A,N/A
CLARK,Rev. Robert,N/A,N/A,N/A,N/A,A Brief Account,"Lahore, 1883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Work of Methodist missionary in Sind and Punjab, 1852-82; organization of missions.",Methodist missionary,N/A,N/A,N/A,N/A
CLARKE,Capt. Arthur O. T.,N/A,N/A,N/A,N/A,Transport and Sport,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Experiences with divisional train ASC; horse transport & RASC; WWI in France; sport.,Captain,N/A,N/A,N/A,N/A
CLARKE,Basil,N/A,N/A,N/A,N/A,My Round of the War,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Experiences of Daily Mail war correspondent in France and the Balkans, WWI.",War correspondent,N/A,N/A,N/A,N/A
CLARKE,Gen. Dudley W.,N/A,N/A,N/A,N/A,Seven Assignments,1948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Experiences in WWII of an unorthodox soldier; his assignments in Norway, Near East, etc.",General; soldier,N/A,N/A,N/A,N/A
CLARKE,Sir Edward George,N/A,N/A,N/A,N/A,Story of My Life,1918,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Career as lawyer and solicitor-general; school; study and cases; M.P. for Plymouth; Conservative politics; 1867-1906.,Sir; lawyer; politician,N/A,N/A,N/A,N/A
CLARKE,George (Dr.),N/A,N/A,N/A,N/A,Autobiography of experiences in war and politics,1899,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Experiences in war and politics up to 1727.,N/A,N/A,N/A,N/A,N/A
CLARKE,James Fernandez,N/A,N/A,N/A,N/A,Autobiographical Recollections,1874,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Career in medicine from 1823; schools, hospitals, personalities, societies, fashions in medicine, Westminster Hospital; University of London; establishment of The Lancet; Mesmerism; quacks.",Physician,N/A,N/A,N/A,N/A
CLARKE,E. B.,N/A,N/A,N/A,N/A,Sketches of My Childhood,1674,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Family life & life as orphan; may be fiction.,N/A,N/A,N/A,N/A,N/A
CLARKE,Mary Victoria Cowden,N/A,N/A,N/A,N/A,My Long Life,1896,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Her upbringing, marriage, literary work; friendships with eminent writers; theatres and music; travels in Europe.",Writer,N/A,N/A,N/A,N/A
CLARKE,Moma,N/A,N/A,N/A,N/A,Light and Shade,1939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Forty years in France as art student; later as journalist and critic for The Times; interviews with celebrities in art, literature, theatre.",Journalist; Art Critic,N/A,N/A,N/A,N/A
CLARKE,Samuel,N/A,N/A,N/A,N/A,Autobiography of eminent Persons,1683,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Autobiography of the puritan minister; his Puritan leanings; persecution.,Puritan Minister,N/A,N/A,N/A,N/A
CLARKE,Samuel R.,N/A,N/A,N/A,N/A,Among the Tribes in South-West China,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Missionary work; 33 years with the China Inland Mission at Kweichow; Chinese life and customs.,Missionary,N/A,N/A,N/A,N/A
CLARKE,Thomas J.,N/A,N/A,N/A,N/A,Confessions of an Irish Felon's Prison Life,1922,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Irish rebel & political prisoner; his life in Hurst Castle prison from 1883 to 1898.,Political Prisoner,N/A,N/A,N/A,N/A
CLARKSON,Henry,N/A,N/A,N/A,N/A,Memories,1887,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work as surveyor at Wakefield; social life and people there.,Surveyor,N/A,N/A,N/A,N/A
CLARKSON,Lieut. John,N/A,N/A,N/A,N/A,Diary,1927,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His work as governor of Sierra Leone; natives, slavers, and slaves; plantation life.",Governor,N/A,N/A,N/A,N/A
CLAVELL,John,N/A,N/A,N/A,N/A,A Recantation of an Ill-Led Life,1628,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Poetical account of the sins of a young highwayman and his operations at Gads-Hill.,Highwayman,N/A,N/A,N/A,N/A
CLAY,Arthur Lloyd,N/A,N/A,N/A,N/A,Leaves from a Diary in Lower Bengal,1896,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life and work of a civil servant in the 60's; travels, social life, sport.",Civil Servant,N/A,N/A,N/A,N/A
CLEEVE,Marion,N/A,N/A,N/A,N/A,Fire Kindleth Fire,1930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Experiences of a schoolteacher and headmistress, in an industrial slum; struggles with parents, pupils, educational means and ends.",Schoolteacher; Headmistress,N/A,N/A,N/A,N/A
CLEGHORN,Hugh,N/A,N/A,Neil,William,Travel Diary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,From London to Ceylon; work as government agent; annexation of Ceylon; lively & personal.,Government Agent,N/A,N/A,N/A,N/A
CLEMENS,Louisa P. C.,N/A,N/A,N/A,N/A,Narrative of Pilgrim,1870,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Religious education; governess in Scotland, Ireland; insanity and visions; meetings with Edward n USA and anti-slavery work; marriage; return to Scotland.",Governess,N/A,N/A,N/A,N/A
CLEMO,Jack,N/A,N/A,N/A,N/A,Confessions,1949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His Cornish boyhood; schools; mysticism & spiritual struggles; neo-Calvinist and follower of Karl Barth; his writing; novels; critical views.,Writer,N/A,N/A,N/A,N/A
CLERK,Sir John,N/A,N/A,Gray,J. M.,Memoirs,1895,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Scotsman's autobiography 1676-1755; Scottish education; M.P.; Justice and commissioner on the Treaty of Union; court of Queen Anne; Scottish rebellion; South Sea Bubble; family life; very and historically valuable.,Member of Parliament; Justice,N/A,N/A,N/A,N/A
CLIFFE,John Henry,N/A,N/A,N/A,N/A,Notes and Recollections,1860,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Rambling, climbing, and fishing in Wales.",N/A,N/A,N/A,N/A,N/A
CLIFFORD,A. M.,N/A,N/A,N/A,N/A,On the March,1904,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Recollections of wife of a soldier; army life and marches; India; Delhi; amusing details.,N/A,N/A,N/A,N/A,N/A
CLIFFORD,George Reid,N/A,N/A,N/A,N/A,My Experiences,1928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Flying service in WWI; captain in RFC; his missions and adventures.,Captain,N/A,N/A,N/A,N/A
CLIFFORD,Sir Hugh Charles,N/A,N/A,N/A,N/A,Bush,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Career in the Malayan Civil Service from 1890; administrative work; troubles with natives; his travels and visitors.,Malayan Civil Servant,N/A,N/A,N/A,N/A
CLIFT,C. Winifred Lechmere,N/A,N/A,N/A,N/A,Very Far East,1909,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Domestic and religious work in Southern China; wife of medical missionary; Chinese ways; Chinese-British relations; anti-foreign agitation in the twenties.,Missionary,N/A,N/A,N/A,N/A
CLIFT,William,N/A,N/A,N/A,N/A,Reminiscences,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Farm childhood; life in Bramley; old customs; tenant farming for 45 years; old songs.,Farmer,N/A,N/A,N/A,N/A
CLINKER KNOCKER,Aye,N/A,N/A,N/A,N/A,"Aye, Ave, Sir",1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Life in merchant marine and navy from 1908; cabin boy and able seaman; work on destroyers and minesweepers in WWI; conditions on the lower deck; farming in Canada after the war.,Seaman,N/A,N/A,N/A,N/A
CLINTON,Henry Fymes,N/A,N/A,N/A,N/A,Literary Recollections,1854,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Scholar's autobiography largely about classical studies.,Scholar,N/A,N/A,N/A,N/A
CLODD,Edward,N/A,N/A,N/A,N/A,Memories,1916,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"The banker's reminiscences; free thought; agnosticism; famous friends; Spencer, Huxley, Meredith, Gissing.",Banker,N/A,N/A,N/A,N/A
CLONCURRY,Valentine Browne Lawless,N/A,N/A,N/A,N/A,Personal Recollections of 2nd Baron.,1849,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Education and social life in Ireland in 1780's; law studies at Middle Temple; Irish law, politics and rebellion; his work with the United Irishmen; imprisonment; his part in the political and social history of Ireland to 1846; religion.",N/A,N/A,N/A,N/A,N/A
CLONEY,Thomas,N/A,N/A,N/A,N/A,Personal Narrative,1832,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,United Irishmen; personal experiences in County Wexford in 1798 rebellion; his trial.,N/A,N/A,N/A,N/A,N/A
CLOUGH,Margaret Morley,N/A,N/A,N/A,N/A,Missionary Diary,1829,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yorkshire woman's journey to Ceylon; missionary work there & her own religion and health.,Missionary,N/A,N/A,N/A,N/A
CLOUSTON,Harry,N/A,N/A,N/A,N/A,Happy Hobo,1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Five years of travel on a round world tour.,Traveler,N/A,N/A,N/A,N/A
CLOWES,William,N/A,N/A,N/A,N/A,Journals,1844,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"A Primitive Methodist's life, from 1810 to 1838; conversion; call to ministry; progress of Primitive Methodism.",Minister,N/A,N/A,N/A,N/A
CLYDE,"Colin Campbell, Lord",N/A,N/A,Shadwell,N/A,Life,1881,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Copious extracts from his diaries; of his early experiences in the Peninsular War, siege of Antwerp, and military career in England, India, China & Crimean War.",Military Leader,N/A,N/A,N/A,N/A
CLYNES,John Robert,N/A,N/A,N/A,N/A,Memoirs,1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Boyhood poverty and hardships; work in cotton mills; trade unionism; activities in Labour Party; Parliamentary career; Home Secretary; national affairs and WWI; temperate account and useful for history of Labour Party, but somewhat dull.",Home Secretary; Politician,N/A,N/A,N/A,N/A
COAD,John,N/A,N/A,N/A,N/A,Memoirs of the Wonderful Providences,1849,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"A Somerset puritan's experience 1685-90; the Monmouth rebellion & the Revolution; his sufferings, banishment; life at Port Royal.",Puritan,N/A,N/A,N/A,N/A
COATS,Joseph,N/A,N/A,N/A,N/A,"Notes on Sea and Land (Travel diary, 1879)",1898,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Glasgow professor's observations; New Zealand, Australia, Ceylon, and Egypt.",Professor,N/A,N/A,N/A,N/A
COBEE,Frances Power,N/A,N/A,N/A,N/A,The Life,1894,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Conditions of early life in Bristol; London life of the poor; life in Italy; journalism with The Echo; social reforms; interviews with celebrities; useful.,N/A,N/A,N/A,N/A,N/A
COBBETT,William,N/A,N/A,N/A,N/A,Life (of Peter Porcupine),1835,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Brief autobiographical sketch of farmer, journalist & politician.",Farmer; Journalist; Politician,N/A,N/A,N/A,N/A
COBORN,Charles,N/A,N/A,N/A,N/A,The Man Who Broke the Bank,1928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Entertainer's career busking, tours, concerts, music halls, pantomimes; anecdotes of vaudeville & comedians.",Entertainer,N/A,N/A,N/A,N/A
COCHRAN,Charles Blake,N/A,N/A,N/A,N/A,Secrets of a Showman,1925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His career in show business and the theatre; circus prize fights, ballet, musical comedy; poverty and early struggles; promotion and publicity; and anecdotal.",Showman; Entertainer,N/A,N/A,N/A,N/A
COCHRANE,Captain Charles Stuart,N/A,N/A,N/A,N/A,Journal of a Residence,1825,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Travel and residence in Colombia, 1823-24; a somewhat impersonal account of Spanish society, industry, politics.",Captain,N/A,N/A,N/A,N/A
COCHRANE,Thomas,N/A,N/A,N/A,N/A,Fifty-One Years,1898,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Childhood in Peebles and apprentice in Edinburgh; Sunday School work; ministry and missions in Fife & among working class in Edinburgh; social conditions.,N/A,N/A,N/A,N/A,N/A
COCK,Mrs. Alfred,N/A,N/A,N/A,N/A,A Country Diary,1905,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Removal from London; new home in village; country life and amusement and her health.,N/A,N/A,N/A,N/A,N/A
COCKS,Richard,N/A,N/A,N/A,N/A,Journal,1883,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A factor's work and business at English factory in Japan.,Factor,N/A,N/A,N/A,N/A
COCO THE CLOWN,N/A,N/A,N/A,N/A,N/A,Behind My Greasepaint,1950,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life, work, anecdotes; travels; fairs and circuses.",N/A,N/A,N/A,N/A,N/A
COFFIN,Charles Hayden,N/A,N/A,N/A,N/A,Hayden Coffin's Book,1930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Theatrical career, 1884-1930; musical comedies; anecdotes of actors and shows.",Actor; Theatrical Manager,N/A,N/A,N/A,N/A
COGHLAN,Margaret,N/A,N/A,N/A,N/A,Memoirs,1794,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,With her soldier-father and husband in USA; military and social life; Revolution; her admirers and keepers; the splendors and miseries of a courtesan.,N/A,N/A,N/A,N/A,N/A
COHEN,Cha,N/A,N/A,N/A,N/A,Almost an Autobiography,1940,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Intellectual development; intellectual movements of time; struggle for freedom of speech and of press; editor of The Freethinker from 1915.,Editor,N/A,N/A,N/A,N/A
COHEN,Israel,N/A,N/A,N/A,N/A,Ruhleben Prison Camp,1917,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Capture in WW1; 19 months in German prison; social life; treatment of prisoners.,N/A,N/A,N/A,N/A,N/A
COHEN,Max,N/A,N/A,N/A,N/A,Was One of the Unemployed,1945,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cabinet-maker; hunger, dole, problems of ways and means; unemployment as a life; difficulties of readjustment; interesting.",Cabinet Maker,N/A,N/A,N/A,N/A
COIGLY,James,N/A,N/A,N/A,N/A,Life,1798,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,An Irish clergyman's life in politics; United Irishmen; the rebellion of 1791.,Clergyman,N/A,N/A,N/A,N/A
COKE,Desmond F.,N/A,N/A,N/A,N/A,An Incurable Collector,1928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Childhood visits to Dublin; his collecting of curios, prints, engravings, silhouettes.",Collector,N/A,N/A,N/A,N/A
COKE,Henry John,N/A,N/A,N/A,N/A,Tracks of a Rolling Stone,1905,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Wanderlust and travels through School; Cambridge; reading; Europe, North and South America; literary interests and sport.",N/A,N/A,N/A,N/A,N/A
COLAM,Lance,N/A,N/A,N/A,N/A,Death Over My Shoulder,1947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Edinburgh student; adventures in many lands; gunrunning in Korea; elephant hunting in Uganda; macabre experiences in Africa, Philippines, Brazil.",N/A,N/A,N/A,N/A,N/A
COLCHESTER,Charles Abbot,N/A,N/A,N/A,N/A,Memoranda,1869,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His life & politics 1798-1859; chiefly activities in Parliament and notes on political affairs and the political scene; with details of his life at sea; admiral.,Admiral; Politician,N/A,N/A,N/A,N/A
COLE,Sir Henry,N/A,N/A,N/A,N/A,Fifty Years of Public Works,1884,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Career in the civil service 1823-51; in Public Records Office, Post Office, docks; work on international exhibitions, museums.",Civil Servant,N/A,N/A,N/A,N/A
COLE,Margaret Isabel,N/A,N/A,N/A,N/A,Roedean and Growing Up Into Revolution,1949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Girton; her parents; her work in the Labour Movement, teaching, and Fabian research; WW1 and WW2; marriage; life in London and Oxford; politics; Webbs and Macdonald; Shaw, Wells, Pound and Eliot; varied disjointed.",N/A,N/A,N/A,N/A,N/A
COLE,Philip Tennyson,N/A,N/A,N/A,N/A,Vanity Varnished,1931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Early days painting in South Africa, India, Australia; Rhodes and Boer War; work as a portrait painter; court and society; reminiscences of celebrities.",Portrait Painter,N/A,N/A,N/A,N/A
COLE,William,N/A,N/A,N/A,N/A,Life in the Niger,1862,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liverpool man's experiences as a trader; slavery; native life; business; journey up the Niger with Laird in 1859-60.,Trader,N/A,N/A,N/A,N/A
COLEMAN,Charles George,N/A,N/A,N/A,N/A,On Sea and Prairie,1901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norwich; boy at sea; in U.S. naval service; romance in West Indies; desertion; ranching in California and Texas; jobless in England; success in America; marriage and settlement near Norwich.,N/A,N/A,N/A,N/A,N/A
COLEMAN,Frederic,N/A,N/A,N/A,N/A,With Cavelry in 1915,1916,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Chauffeuring cavalry officers on Western Front; with French; WW1.,N/A,N/A,N/A,N/A,N/A
COLEMAN,John,N/A,N/A,N/A,N/A,Fifty Years,1504,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Actor and manager's career; reminiscences of Scottish and provincial theatres and of famous players.,Actor; Manager,N/A,N/A,N/A,N/A
COLERIDGE,Arthur Duke,N/A,N/A,N/A,N/A,Eton in the Forties,1896,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Pleasant account of days at Eton; Hodgson, Hawtrey etc. games, customs, institutions; his life at Ottery St. Mary; music and law; social life of Victorian period.",N/A,N/A,N/A,N/A,N/A
COLERIDGE,Bernard John Seymour,N/A,N/A,N/A,N/A,This for Remembrance,1925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His studies at Eton and Oxford; his legal career and trials; Lord Chief Justice; politics and his work in the House of Commons; memories of music and of the stage.,Lawyer; Politician,N/A,N/A,N/A,N/A
COLERIDGE,Gilbert J. D.,N/A,N/A,N/A,N/A,Eton in the Seventies,1912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Fond memories of teachers and the life at Eton; Oxford; Jowett; OUDS; his law career; famous judges; drama; Arnold, Ellen Terry, Irving, Wilde; the Lyric Club; anecdotes.",Lawyer,N/A,N/A,N/A,N/A
COLERIDGE,Samuel Taylor,N/A,N/A,N/A,N/A,Biographia Literaria,1817,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mainly criticism but some personal material about his stay in Germany and the Quantocks.,Poet; Critic,N/A,N/A,N/A,N/A
COLERIDGE,Sara,N/A,N/A,N/A,N/A,Memoir and Letters,1873,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Contains autobiography of her childhood in the Lake District in letter to her daughter.,N/A,N/A,N/A,N/A,N/A
COLES,Charles Edward,N/A,N/A,N/A,N/A,Recollections and Reflections,1918,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His work as a police administrator in Egypt, 1873 to 1913; prison work and prison reforms; social life and sport.",Police Administrator,N/A,N/A,N/A,N/A
COLEY,James (Rev.),N/A,N/A,N/A,N/A,"Journal of the Sutlej Campaign (Journal, 1845-47)",1856,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Chaplain to Hardinge's forces; religious work; description of Sutlej campaign.,Rev; Chaplain,N/A,N/A,N/A,N/A
COLLES,Ramsay,N/A,N/A,N/A,N/A,In Castle and Courthouse,1911,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Thirty years of journalism in Ireland; The Irish Figaro; Parnell, politics, theatre, writers, social life.",Journalist,N/A,N/A,N/A,N/A
COLLEY,William,N/A,N/A,N/A,N/A,News Hunter,1936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Forty years as reporter for Mail etc, special correspondent Paris and N.Y.; Versailles and other peace conferences; personalities.",Reporter; Special Correspondent,N/A,N/A,N/A,N/A
COLLIER,Mrs.,N/A,N/A,N/A,N/A,A Bible-Woman's Story,1885,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Methodist class-worker in Birmingham; drunkenness and sin; working class life; family troubles; an interesting record.,Methodist Class-Worker,N/A,N/A,N/A,N/A
COLLIER,Constance,N/A,N/A,N/A,N/A,Harlequinade,1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Her childhood and her career in the theatre; the Trees.,Theatre Artist,N/A,N/A,N/A,N/A
COLLINGWOOD,Robin George,N/A,N/A,N/A,N/A,Autobiography,1939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Story of his study and mental life; home, Rugby, Oxford; the philosophies and philosophers of his time; applications to practical life; professor at Oxford.",Professor,N/A,N/A,N/A,N/A
COLLINS,Dale,N/A,N/A,N/A,N/A,Bright Vista,1946,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Australian boyhood; travels in Papua, Fijis, Japan, Bali, Ireland; work as press censor WWI; his novels; Aldous Huxley.",Reporter; Special Correspondent,N/A,N/A,N/A,N/A
COLLINS,George E. F,N/A,N/A,N/A,N/A,Fox Hunting,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Farming in Lincolnshire from the 80's; round of work; sport and hunting.,Farmer,N/A,N/A,N/A,N/A
COLLINS,Horace,N/A,N/A,N/A,N/A,My Best Riches,1941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Travels around the world; London in the 90's; Drury Lane, the theatre, musical comedy, radio; work as publicity agent for Drury Lane.",Publicity Agent,N/A,N/A,N/A,N/A
COLLINS,John Churton,N/A,N/A,N/A,N/A,The Life and Memoirs,1912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Literary journalism & reviewing; teaching in Birmingham; interviews and friendship with Browning, Carlyle, Swinburne, etc.",Literary Journalist; Teacher,N/A,N/A,N/A,N/A
COLLINS,Jose,N/A,N/A,N/A,N/A,Maid of the Mountains,1932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Career of musical comedy singer; vaudeville, revues, Ziegfeld Follies; Dalys musical comedies; later Lady Robert Innes-Ker.",Musical Comedy Singer,N/A,N/A,N/A,N/A
COLLINS,Michael,N/A,N/A,N/A,N/A,Michael Collins's Own Story,1923,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dictated; his part in the Irish rebellion; civil war and negotiation from 1916.,N/A,N/A,N/A,N/A,N/A
COLLINS,Sarah Mabel,N/A,N/A,N/A,N/A,The Alien Years,1949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Life with Viennese husband in Berlin and Vienna from 1938; Nazis and war-time Germany; effect of air-raids on German outlook.,N/A,N/A,N/A,N/A,N/A
COLLINS,Tom,N/A,N/A,N/A,N/A,School & Sport,1905,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Bury; Cambridge; teaching, Birmingham and Newport; shooting, hunting, athletics; public and grammar school; reflections on pedagogy and games.",Teacher,N/A,N/A,N/A,N/A
COLLINS,William E. W.,N/A,N/A,N/A,N/A,Episodes of Rural Life,1902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Village life in Scotland; people, dogs, events, characters; village cricket, players, umpires.",N/A,N/A,N/A,N/A,N/A
COLLINS,William John Townsend,N/A,N/A,N/A,N/A,Rugby Recollections,1948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Sports writer, South Wales Argus; work in Rugby some football and work for the same; great matches, from the 70's.",Sports Writer,N/A,N/A,N/A,N/A
COLLINSON,Clifford Whiteley,N/A,N/A,N/A,N/A,Life and Laughter,1926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His experiences as a trader in the Solomons; officials missionaries and natives.,Trader,N/A,N/A,N/A,N/A
COLLIS,Joyce,N/A,N/A,N/A,N/A,The Sparrow,1943,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Conversion to Catholicism; her work as VAD in England in WW1; Christian Science; Maud Royden; patient in Swiss tuberculosis sanatorium; religious experiences.,N/A,N/A,N/A,N/A,N/A
COLLIS,Maurice S.,N/A,N/A,N/A,N/A,Trials in Burma,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work as a district magistrate in Burma in 30's; administration; political unrest; prison mutiny.,District Magistrate,N/A,N/A,N/A,N/A
COLLIS,Robert,N/A,N/A,N/A,N/A,Silver Fleece,1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rugby; Cambridge; Yale; medical student and footballer; house physician at Johns Hopkins; return to England; medical study and sports.,Medical Student; Footballer,N/A,N/A,N/A,N/A
COLLISON,William,N/A,N/A,N/A,N/A,Apostle of Free Labour,1913,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Work with National Free Labour Association vs. trade unions; labour movement and its leaders & his war with them; strikes, police; political propaganda.",Labour Activist,N/A,N/A,N/A,N/A
COLLODON,Augustus C.,N/A,N/A,N/A,N/A,Cony Jake,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His life at sea and in the army; pirates; slave-traders; adventures in the South Seas and South America; big-game hunting.,Seaman; Soldier,N/A,N/A,N/A,N/A
COMPTON,Denis Charles Scott,N/A,N/A,N/A,N/A,Playing for England,1948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His career as a cricketer; from ground-boy at Lords to playing for Middlesex and England games, tours, players.",Cricketer,N/A,N/A,N/A,N/A
