author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Howells,William Dean,N/A,N/A,N/A,N/A,Boys town.,1904,1920,N/A,N.Y.: Harper,N.Y.,247 p.,N/A,N/A,N/A,N/A,The author’s life from three to eleven.,N/A,1837,1920,N/A,N/A
Howells,William Dean,N/A,N/A,N/A,N/A,Years of my youth.,1916,1920,N/A,N.Y.: Harper,N.Y.,239 p.,N/A,N/A,N/A,N/A,His college days and the years of the Civil War.,N/A,1837,1920,N/A,N/A
Howes,Osborn,N/A,N/A,N/A,N/A,An autobiographical sketch.,1894,N/A,N/A,Boston: Barta,Boston,53 p.,N/A,N/A,N/A,N/A,"Merchant sailor, and Boston merchant.","Merchant sailor, Boston merchant",1806,1893,N/A,N/A
Hoxse,John,N/A,N/A,N/A,N/A,The Yankee tar.,1840,N/A,N/A,Northampton: pr. by John Metcalf,Northampton,200 p.,N/A,N/A,N/A,N/A,"Naval life, including engagements against the French in the period 1797-98.",N/A,1774,N/A,N/A,N/A
Hoyt,Henry Franklin,N/A,N/A,N/A,N/A,A frontier doctor.,1929,1930,N/A,N.Y.: Houghton Mifflin,N.Y.,260 p.,N/A,N/A,N/A,N/A,"The author was a cowboy and bartender in the Southwest. Later he was head of the Department of Health of St. Paul, and surgeon with the U.S. Army in the Philippines.","Cowboy, bartender, surgeon",1854,N/A,N/A,N/A
Hrdlicka,Ales,N/A,N/A,N/A,N/A,"Alaska diary, 1926 — 1931.",1943,N/A,N/A,Lancaster: Catell press,Lancaster,406 p.,N/A,N/A,N/A,N/A,By an anthropologist.,Anthropologist,1869,N/A,N/A,N/A
Huard,Frances (Wilson),N/A,N/A,N/A,N/A,My home in the field of honour.,1916,N/A,N/A,N.Y.: Doran,N.Y.,302 p.,N/A,N/A,N/A,N/A,The author’s experiences in France during World War I. Her home was used by the Germans as an outpost.,N/A,1885,N/A,N/A,N/A
Huard,Frances (Wilson),N/A,N/A,N/A,N/A,My home in the field of mercy.,1917,N/A,N/A,N.Y.: Doran,N.Y.,269 p.,N/A,N/A,N/A,N/A,An American woman physician who during the first World War turned her French home into a hospital.,Physician,1885,N/A,N/A,N/A
Huard,Frances (Wilson),N/A,N/A,N/A,N/A,With these who wait.,1918,N/A,N/A,N.Y.: Doran,N.Y.,249 p.,N/A,N/A,N/A,N/A,The author’s experiences in France during the first World War.,N/A,1885,N/A,N/A,N/A
Hubbard,Jeremiah,N/A,N/A,N/A,N/A,A teacher's ups and downs from 1858 to 1879.,1879,N/A,N/A,"Richmond, Ind.: Palladium steam prntg. house","Richmond, Ind.",216 p.,N/A,N/A,N/A,N/A,N/A,Teacher,N/A,N/A,N/A,"Indiana, Missouri, Indian Territory"
Hubbard,Jeremiah,N/A,N/A,N/A,N/A,Forty years among the Indians.,1913,N/A,N/A,"Miami, Florida: pr. by Phelps bros.","Miami, Florida",200 p.,N/A,N/A,N/A,N/A,Quaker clergyman in the Indian territory west of the Mississippi.,Quaker clergyman,1837,N/A,N/A,N/A
Hubbard,John Milton,N/A,N/A,N/A,N/A,Notes of a private. Memorial ed.,1913,N/A,N/A,St. Louis: Nixon-Jones,St. Louis,205 p.,N/A,N/A,N/A,N/A,Confederate soldier.,Confederate soldier,N/A,N/A,N/A,N/A
Hubbard,Mary Ann,N/A,N/A,N/A,N/A,Family memories.,1912,N/A,N/A,Pr. for private circulation,N/A,146 p.,N/A,N/A,N/A,N/A,"A story of youth in Vermont, and of domestic life in Illinois and Iowa.",N/A,1820,1909,N/A,N/A
Hubbell,Charles Bulkley,N/A,N/A,N/A,N/A,The recollections of an inconsequential man.,1928,1939,N/A,Williamstown: N/A,Williamstown,109 p.,N/A,N/A,N/A,N/A,"New York lawyer, member of the Public Service Commission.","Lawyer, Public Service Commission member",1853,1939,N/A,N/A
Hubbell,R. M.,N/A,N/A,N/A,N/A,Personal reminiscences.,N/A,N/A,N/A,No imprint.,N/A,21 p.,N/A,N/A,N/A,N/A,N/A,Confederate soldier,1840,N/A,N/A,N/A
Hubbell,Seth,N/A,N/A,N/A,N/A,"A narrative of the sufferings of Seth Hubbell and family in his beginning a settlement in the town of Walcott, in the state of Vermont.",1826,N/A,N/A,"Danville: E. & W. Eaton, printers",Danville,24 p.,N/A,N/A,N/A,N/A,As described by the title.,N/A,N/A,N/A,N/A,N/A
Huber,Samuel,N/A,N/A,N/A,N/A,"Autobiography of the Rev. Samuel Huber, elder in the church of the United Brethren in Christ.",1858,N/A,N/A,"Chambersburg, Pa.: M. Kieffer, printer",Chambersburg,256 p.,N/A,N/A,N/A,N/A,In Pennsylvania.,Elder in the church,1782,1868,N/A,N/A
Hubert,Philip Gengembre,N/A,N/A,N/A,N/A,Liberty and a living.,1852,N/A,N/A,New London: D.S. Duddock,New London,35 p.,N/A,N/A,N/A,N/A,"Lawyer, member of state legislature in Connecticut.","Lawyer, state legislature member",1852,1925,N/A,N/A
Hudson,Bannus,N/A,N/A,N/A,N/A,The memoirs.,N/A,N/A,N/A,"Sedalia, Mo.: Hurlbut","Sedalia, Mo.",57 p.,N/A,N/A,N/A,N/A,Soldier in the Union army.,Soldier,1848,1935,N/A,N/A
Hubbard,George,N/A,N/A,N/A,N/A,George Hubbard’s autobiography.,N/A,N/A,N/A,N.Y.: Knopf,N.Y.,N/A,N/A,N/A,N/A,N/A,A city dweller tells of his life in the country.,N/A,1780,1853,N/A,N/A
Hudson,James,N/A,N/A,N/A,N/A,The life of James Hudson.,1825,N/A,N/A,Indianapolis: pr. at the Gazette office,Indianapolis,24 p.,N/A,Samuel Woodworth,N/A,N/A,"A Negro poet struggles to make a living in Paris during the twenties, his life in Harlem, college days, and early success as a poet.",Poet,N/A,1825,N/A,N/A
Hughes,Louis,N/A,N/A,N/A,N/A,Thirty years a slave.,1897,N/A,N/A,Milwaukee: South side pr. co.,Milwaukee,210 p.,N/A,N/A,N/A,N/A,The account covers his struggles to gain freedom after being executed for murder.,Farmer,1832,N/A,Indiana,N/A
Hudson,John B.,N/A,N/A,N/A,N/A,The narrative of John B. Hudson.,1838,N/A,N/A,Rochester: pr. by Wm. Ailing,Rochester,176 p.,N/A,N/A,N/A,N/A,"A Methodist clergyman, formerly a Baptist, in New York and Pennsylvania.",Methodist clergyman,1770,N/A,N/A,N/A
Hudson,Joshua Hilary,N/A,N/A,N/A,N/A,"Hughes, Nannie Worley.",1903,N/A,N/A,"Columbia, S.C.: The State co.","Columbia, S.C.",198 p.,N/A,N/A,N/A,N/A,The author tells of her youth in Ohio and of her married life with a judge.,N/A,1842,N/A,N/A,N/A
Humphreys,Charles Alfred,N/A,N/A,N/A,N/A,"Field, camp, hospital and prison in the Civil War, 1863 — 1865.",1918,N/A,N/A,press of Geo. H. Ellis,Boston,428 p.,N/A,N/A,N/A,N/A,"Chaplain, Union army.",Chaplain,1838,N/A,N/A,N/A
Hundley,Will M.,N/A,N/A,N/A,N/A,"Squawtown, my boyhood among the last Miami Indians.",1939,N/A,N/A,Caxton,"Caldwell, Idaho",209 p.,N/A,N/A,N/A,N/A,The locale is Indiana during the last quarter of the nineteenth century.,N/A,N/A,N/A,N/A,N/A
Huneker,James Gibbons,N/A,N/A,N/A,N/A,Una May; the inner life of a child.,1914,N/A,N/A,Scribner’s,N.Y.,268 p.,N/A,N/A,N/A,N/A,A childhood in Cincinnati and Washington. The account ends with the author’s fourteenth year.,N/A,1876,N/A,N/A,N/A
Hunt,Una Atherton,N/A,N/A,N/A,N/A,Young in the “nineties.”,1927,N/A,N/A,Scribner’s,N.Y.,313 p.,N/A,N/A,N/A,N/A,A continuation of the preceding item. Her youth in Washington.,N/A,N/A,N/A,N/A,N/A
Hunter,Dard,N/A,N/A,N/A,N/A,"Before life began, 1883-1923.",1941,N/A,N/A,The Rowfant club,Cleveland,115 p.,N/A,N/A,N/A,N/A,"Book designer, manufacturer of paper.","Book designer, manufacturer of paper",1883,N/A,N/A,N/A
Hunter,George,N/A,N/A,N/A,N/A,Reminiscences of an old-timer. . .3d. ed.,1888,N/A,N/A,Review & Herald,Battle Creek,454 p.,N/A,N/A,N/A,N/A,"Hunter, miner, scout in the Pacific Northwest.","Miner, scout",1835,N/A,N/A,N/A
Hunt,Frazier,N/A,N/A,N/A,N/A,One American and his attempt at education.,1938,N/A,N/A,Simon & Schuster,N. Y.,N/A,N/A,N/A,N/A,N/A,"Newspaper reporter, chiefly abroad.",Newspaper reporter,1885,N/A,N/A,N/A
Hunter,Jane Edna,Harris,N/A,N/A,N/A,A nickel and a prayer.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1882,N/A,N/A,N/A
Hunt,Harriet Kezia,N/A,N/A,N/A,N/A,Glances and glimpses. . .including twenty years’ professional life.,1856,N/A,N/A,John P. Jewett,Boston,418 p.,N/A,N/A,N/A,N/A,Social reformer who was especially interested in medical education for women.,Social reformer,1805,1875,N/A,N/A
Hunt,Isaac H.,N/A,N/A,N/A,N/A,Astounding disclosures. Three years in a mad house.,1851,N/A,N/A,pr. for A.A. Mann,Skowhegan,84 p.,N/A,N/A,N/A,N/A,"In Maine, 1844-47.",N/A,N/A,N/A,N/A,N/A
Hunt,Marion Palmer,N/A,N/A,N/A,N/A,The story of my life.,1941,N/A,N/A,Herald press,Louisville,171 p.,N/A,N/A,N/A,N/A,"Baptist clergyman, mainly in Kentucky.",Baptist clergyman,N/A,N/A,N/A,N/A
Hunt,Nancy A.,N/A,N/A,N/A,N/A,By ox-team to California.,N/A,N/A,N/A,N/A,N/A,14 p.,N/A,N/A,N/A,N/A,A story of youth in a pioneer Illinois family in the thirties.,N/A,N/A,N/A,N/A,N/A
Hunt,Thomas Poage,N/A,N/A,N/A,N/A,Life and thoughts. . .an autobiography.,1901,N/A,N/A,R. Baur,"Wilkes-Barre, Pa.",400 p.,N/A,N/A,N/A,N/A,"Presbyterian clergyman in New England, New York and Pennsylvania who was active in the temperance movement.",Presbyterian clergyman,1794,1876,N/A,N/A
Hunter,John,N/A,N/A,N/A,N/A,"Strange incidents in Mexico, Hawaii, and the United States.",N/A,N/A,N/A,N/A,"La Feria, Texas",142 p.,N/A,N/A,N/A,N/A,Physician in Texas and Mexico.,Physician,N/A,N/A,N/A,N/A
Hunter,John Dunn,N/A,N/A,N/A,N/A,Manners and customs of several Indian tribes located west of the Mississippi.,1823,N/A,N/A,pub. for the author,Phila.,402 p.,N/A,N/A,N/A,N/A,"After leaving the Indians, the author was a hunter and trapper.","Hunter, trapper",1798,1827,N/A,N/A
Hunter,John Warren,N/A,N/A,N/A,N/A,A story of the Civil war period; heel-fly time in Texas.,N/A,N/A,N/A,Frontier Times,Bandera,47 p.,N/A,N/A,N/A,N/A,By a Confederate soldier.,Confederate soldier,N/A,N/A,N/A,N/A
Hunter,Robert Hancock,N/A,N/A,N/A,N/A,Narrative.,1936,N/A,N/A,Cook pr. co.,Austin,41 p.,N/A,N/A,N/A,N/A,"An account of experiences in the war with Mexico, including the Battle of San Jacinto.",N/A,1813,1902,N/A,N/A
Hunter,Ruth,N/A,N/A,N/A,N/A,Come back on Tuesday.,N/A,N/A,N/A,Scribner’s sons,N.Y.,265 p.,N/A,N/A,N/A,N/A,Career of a young American actress.,Actress,N/A,N/A,N/A,N/A
Hutchison,John W.,N/A,N/A,N/A,N/A,being a history of the adventures of John W. Hutchinson and his family in the camps of the Army of the Potomac.,1864,N/A,N/A,S. Chism,Boston,24 p.,N/A,N/A,N/A,N/A,The author and his family sang for the entertainment of the soldiers.,N/A,N/A,N/A,N/A,N/A
Hutchison,Eloise Paxton,N/A,N/A,N/A,N/A,Out of the past.,1943,N/A,N/A,N/A,Shreveport,193 p.,N/A,N/A,N/A,N/A,"A lay worker for the Baptists, wife of a businessman tells of her domestic life in Arkansas and Louisiana.",Lay worker,1874,N/A,N/A,"Arkansas, Louisiana"
Hutchison,James Lafayette,N/A,N/A,N/A,N/A,China hand.,1936,N/A,N/A,"Lothrop, Lee & Shepard","Boston, N.Y.",418 p.,N/A,N/A,N/A,N/A,Sales representative for American firm in China in twentieth century.,Sales representative,N/A,N/A,N/A,N/A
Hutchison,Thomas S.,N/A,N/A,N/A,N/A,An American soldier under the Greek flag at Bezanie.,1913,N/A,N/A,Greek-American pub. co.,Nashville,261 p.,N/A,N/A,N/A,N/A,An American in the Balkans during the first World War.,N/A,N/A,N/A,N/A,N/A
Hutslar,Charles Frederick,N/A,N/A,N/A,N/A,Along the way.,1942,N/A,N/A,Pasadena,N/A,219 p.,N/A,N/A,N/A,N/A,Clergyman of the Christian Church in California and West Virginia.,Clergyman,1877,N/A,N/A,"California, West Virginia"
Hutton,Laurence,N/A,N/A,N/A,N/A,A boy I knew.,1901,8th ed.,N/A,Harper,N.Y.,116 p.,N/A,N/A,N/A,N/A,A bibliophile tells of his youth in New York.,N/A,1843,N/A,N/A,N/A
Hutzel,Emerson E.,N/A,N/A,N/A,N/A,Memories of days that were.,1944?,N/A,N/A,N.A.,St. Louis?,54 p.,N/A,N/A,N/A,N/A,The story of youth spent in Michigan.,N/A,1890?,N/A,N/A,Michigan
Hyde,Charles Leavitt,N/A,N/A,N/A,N/A,Pioneer days.,1939,N/A,N/A,Putnam,N.Y.,286 p.,N/A,N/A,N/A,N/A,"Cowboy, rancher, real estate promoter in South Dakota.","Cowboy, rancher, real estate promoter",1860,N/A,N/A,South Dakota
Hylan,John F.,N/A,N/A,N/A,N/A,Autobiography.,1922,N/A,N/A,Rotary press,N.Y.,93 p.,N/A,N/A,N/A,N/A,Lawyer and politician in New York.,"Lawyer, politician",N/A,N/A,N/A,New York
Hynes,William Francis,N/A,N/A,N/A,N/A,Soldiers of the frontier.,1943,N/A,N/A,Denver,N/A,208 p.,N/A,N/A,N/A,N/A,Indian fighting by a soldier in the Dakota Territory.,Soldier,N/A,N/A,N/A,Dakota Territory
Ickes,Harold Le Claire,N/A,N/A,N/A,N/A,Autobiography of a curmudgeon.,1943,N/A,N/A,Reynal & Hitchcock,N.Y.,343 p.,N/A,N/A,N/A,N/A,"Chicago journalist who served with the propaganda office in the first World War, and later became a member of the cabinet of F.D.R.","Journalist, cabinet member",N/A,N/A,N/A,Chicago
Ide,Jacob,N/A,N/A,N/A,N/A,A pastor’s review on the fifteenth anniversary of the author’s ordination.,1864,N/A,N/A,Congregational board of publications,Boston,72 p.,N/A,N/A,N/A,N/A,Congregational clergyman in Mass.,Clergyman,N/A,N/A,N/A,Massachusetts
Ide,William Brown,N/A,N/A,N/A,N/A,Who conquered California?.,1882,N/A,N/A,N/A,Claremont,137 p.,N/A,N/A,N/A,N/A,In which the author presents his claim to be known as the organizer and leader in the conquest of California. This is a reprint of the same material published under another title in 1880.,N/A,1796,1852,N/A,N/A
Elijah,N/A,N/A,N/A,N/A,N/A,"Sketches of early life and times in Kentucky, Missouri and Illinois.",1883,N/A,N/A,Springfield pr. co.,Springfield,64 p.,N/A,N/A,N/A,N/A,"The writer tells of his youth on a Kentucky farm, of clerking in a Missouri store, and of dealing in livestock in Illinois. He also saw military service in the Black Hawk War, 1832.",N/A,1796,N/A,N/A,"Kentucky, Missouri, Illinois"
Imbs,Bravig,N/A,N/A,N/A,N/A,Confessions of another young man.,1936,N/A,N/A,Henkel-Yewdale,N.Y.,302 p.,N/A,N/A,N/A,N/A,"Poet, novelist.","Poet, novelist",N/A,N/A,N/A,N/A
Ingalls,Joshua King,N/A,N/A,N/A,N/A,Reminiscences of an octogenarian in the fields of industrial and social reform.,1897,N/A,N/A,Gazette co.,Elmira,198 p.,N/A,N/A,N/A,N/A,"New York reformer, interested mainly in land ownership and temperance.",Reformer,1816,N/A,N/A,New York
Ingersoll,Ernest,N/A,N/A,N/A,N/A,Knocking round the Rockies.,1883,N/A,N/A,Harper,N.Y.,218 p.,N/A,N/A,N/A,N/A,The writer served four years with U.S. geological surveyors in Colorado and Wyoming.,Surveyor,1852,N/A,N/A,N/A
Ingerson,Carl Alfred,N/A,N/A,N/A,N/A,Musings of a coroner.,1927,N/A,N/A,Metropolitan print shop,St. Paul,N/A,N/A,N/A,N/A,N/A,N/A,Coroner,1884,N/A,N/A,N/A
Jackson,William Henry,N/A,N/A,N/A,N/A,The pioneer photographer; Rocky Mountain adventures with a camera.,1929,N/A,N/A,World book co.,Yonkers-on-Hudson,314 p.,N/A,N/A,N/A,N/A,N/A,Photographer,1843,1942,N/A,N/A
Jackson,William Henry,N/A,N/A,N/A,N/A,Time exposure.,1940,N/A,N/A,Putnam,N. Y.,341 p.,N/A,N/A,N/A,N/A,N/A,Photographer employed by U.S.,1843,1942,N/A,N/A
Jacks,Leo Vincent,N/A,N/A,N/A,N/A,"Service record, by an artilleryman.",1928,N/A,N/A,Scribner,N.Y.,303 p.,N/A,N/A,N/A,N/A,In France during the first World War.,N/A,1896,N/A,N/A,N/A
Jacobs,Mrs. Harriet,N/A,N/A,N/A,N/A,Incidents in the life of a slave girl.,1861,N/A,N/A,priv. pr.,Boston,303 p.,YES,N/A,N/A,N/A,As described by the title.,N/A,N/A,N/A,N/A,N/A
Jacobs,Helen Hull,N/A,N/A,N/A,N/A,Beyond the game; an autobiography.,1936,N/A,N/A,Lippincott,Phila.,275 p.,N/A,N/A,N/A,N/A,Career of the tennis star.,Tennis player,1908,N/A,N/A,N/A
Jacobs,Orange,N/A,N/A,N/A,N/A,Memoirs.,1908,N/A,N/A,N/A,Seattle,234 p.,N/A,N/A,N/A,N/A,Member of the Legislature and Chief Justice in the Washington Territory.,"Legislator, Chief Justice",N/A,N/A,N/A,N/A
Jacobs,Thomas Jefferson,N/A,N/A,N/A,N/A,"Scenes, incidents and adventures in the Pacific.",1847,N/A,N/A,N/A,Syracuse,120 p.,N/A,N/A,N/A,N/A,Slave in Kentucky who escaped to New York where he delivered lectures on slavery.,"Slave, lecturer",N/A,N/A,Kentucky,New York
Jackson,Chevalier,N/A,N/A,N/A,N/A,The life of Chevalier Jackson.,1938,N/A,N/A,Macmillan,N.Y.,229 p.,N/A,N/A,N/A,N/A,Physician.,Physician,1865,N/A,N/A,N/A
Jackson,James Albert,N/A,N/A,N/A,N/A,Autobiography.,1945,N/A,N/A,State historical society of Wis.,Madison,58 p.,N/A,N/A,N/A,N/A,Wisconsin physician.,Physician,1840,1921,N/A,N/A
Jacobs,Thornwell,N/A,N/A,N/A,N/A,"Step down, Dr. Jacobs.",N/A,N/A,N/A,N/A,Atlanta,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1877,N/A,N/A,N/A
Jackson,James F.,N/A,N/A,N/A,N/A,Reminiscences.,1932,N/A,N/A,priv. pr.,Boston,121 p.,N/A,N/A,N/A,N/A,"Lawyer and chairman of the Mass. State Railroad Commission, 1899 — 1908.",Lawyer,N/A,N/A,N/A,N/A
farratt,Deveraux,N/A,N/A,N/A,N/A,The life.,1806,N/A,N/A,N/A,Baltimore,223 p.,N/A,N/A,N/A,N/A,N/A,Episcopal clergyman,1773,1801,England,Virginia
J'arves,James Jackson,N/A,N/A,N/A,N/A,"Why and what am I? The confessions of an inquirer. In three parts. Part I. Heartexperience; or, The education of the emotions.",1857,N/A,N/A,"Phillips, Sampson &co.",Boston,320 p.,N/A,N/A,N/A,N/A,The writer was a well-known art collector.,N/A,1818,1888,N/A,N/A
Jay,Allen,N/A,N/A,N/A,N/A,Autobiography.,1910,N/A,N/A,John C. Winston co.,Philadelphia,421 p.,N/A,N/A,N/A,N/A,"Quaker minister and educational leader whose work took him to Indiana, Maryland and Rhode Island.","Quaker minister, educational leader",1831,1910,N/A,"Indiana, Maryland, Rhode Island"
Jayson,Lawrence M.,N/A,N/A,N/A,N/A,Mania.,1937,N/A,N/A,Funk & Wagnalls,New York,263 p.,N/A,N/A,N/A,N/A,The author’s experiences in a mental asylum.,N/A,N/A,N/A,N/A,N/A
Jefferson,Joseph,N/A,N/A,N/A,N/A,The autobiography of Joseph Jefferson.,1890,N/A,N/A,The Century co.,New York,501 p.,N/A,N/A,N/A,N/A,Actor.,Actor,1829,1905,N/A,N/A
Jefferson,Thomas,N/A,N/A,Padover,Saul K.,Autobiography. (In: The complete Jefferson. . .assembled by Saul K. Padover.),N/A,1943,N/A,"Duell, Sloan & Pearce",New York,1119-1194,N/A,N/A,N/A,N/A,Covers to the year 1790.,N/A,1743,1826,N/A,N/A
Jelliffe,Belinda (Dobson),N/A,N/A,N/A,N/A,For dear life.,1936,N/A,N/A,Scribner’s,New York,355 p.,N/A,N/A,N/A,N/A,Trials of a woman whose ambition for an education led her to leave her North Carolina home and who finally through perseverance became a trained nurse in New York City.,N/A,1892,N/A,N/A,"North Carolina, New York City"
Jhmison,Mary,N/A,N/A,N/A,N/A,The narrative.,1918,20th ed.,N/A,American scenic and historic preservation society,New York,144 p.,N/A,N/A,N/A,N/A,The story of a woman who was captured by the Indians and who willingly lived with them her entire life.,N/A,1743,1833,N/A,N/A
Jenkins,A. B.,N/A,N/A,N/A,N/A,The salt of the earth.,1939,N/A,N/A,Deseret news,Salt Lake City,78 p.,N/A,N/A,N/A,N/A,"The author developed the Bonneville Salt Flats in Utah, for racing automobiles.",N/A,N/A,N/A,N/A,N/A
Jenkins,Burris Atkins,N/A,N/A,N/A,N/A,Where my caravan has rested.,1939,N/A,N/A,"Willett, Clark",Chicago,241 p.,N/A,N/A,N/A,N/A,"Clergyman of the Disciples of Christ in Kansas City, journalist and teacher.","Clergyman, journalist, teacher",1869,1945,N/A,Kansas City
Jenkins,C. Francis,N/A,N/A,N/A,N/A,The boyhood of an inventor.,1931,N/A,N/A,N/A,"Washington, D.C.",273 p.,N/A,N/A,N/A,N/A,"On a farm in Indiana. The author, who writes in the third person, describes his later inventions in the field of radio and movies. The account closes with the year 1930.",N/A,b. 1867,N/A,Indiana,N/A
Jenkins,James,N/A,N/A,N/A,N/A,"Experience, labours.",1842,N/A,N/A,N.p.,N/A,232 p.,N/A,N/A,N/A,N/A,Methodist clergyman in South and North Carolina.,Methodist clergyman,1764,N/A,N/A,"South Carolina, North Carolina"
Jenkins,James,N/A,N/A,N/A,N/A,Autobiography.,1889,N/A,N/A,"Hicks print, co.",Oshkosh,110 p.,N/A,N/A,N/A,N/A,Merchant sailor.,Merchant sailor,1809,1885,N/A,N/A
Jenkins,James Gilbert,N/A,N/A,Wood,R. E.,Life and confessions.,1864,N/A,N/A,C. H. Allen and R. E. Wood,Napa City,56 p.,N/A,N/A,N/A,N/A,Murderer and highway robber who visited many states.,"Murderer, highway robber",1834,1864,N/A,N/A
Jenkins,Malinda (Plunkett),N/A,N/A,N/A,N/A,Gambler’s wife.,1933,N/A,N/A,Houghton Mifflin,Boston & New York,296 p.,N/A,N/A,N/A,N/A,"Life in Indiana, Texas, Washington, Idaho, Oregon, California and Alaska.",N/A,1848,N/A,N/A,"Indiana, Texas, Washington, Idaho, Oregon, California, Alaska"
Jennings,Alphonso J.,N/A,N/A,N/A,N/A,Beating back.,1914,N/A,N/A,Appleton,New York,354 p.,N/A,N/A,N/A,N/A,Criminal lawyer in Oklahoma who previously had served a prison term for robbery of a train.,Criminal lawyer,1863,N/A,N/A,Oklahoma
Jennings,Alphonso J.,N/A,N/A,N/A,N/A,Through the shadows with O. Henry.,1921,N/A,N/A,H. K. Fly co.,New York,320 p.,N/A,N/A,N/A,N/A,An Oklahoma outlaw tells of his life in prison and of his friendship with O. Henry.,Outlaw,1863,N/A,N/A,Oklahoma
Jennings,Henry C.,N/A,N/A,N/A,N/A,"A story of fifty years, 1871-1921.",1921,N/A,N/A,Methodist book concern,N.p.,44 p.,N/A,N/A,N/A,N/A,Methodist clergyman in Minnesota.,Methodist clergyman,N/A,N/A,N/A,Minnesota
Jennings,Napoleon Augustus,N/A,N/A,N/A,N/A,A Texas ranger.,1930,N/A,N/A,Southwest press,Dallas,287 p.,N/A,N/A,N/A,N/A,In the seventies.,Texas ranger,1850,1919,N/A,N/A
Jensen,Carl Christian,N/A,N/A,N/A,N/A,An American saga.,1927,N/A,N/A,"Little, Brown",Boston,219 p.,N/A,N/A,N/A,N/A,A social worker tells of her life as an immigrant from Denmark.,Social worker,N/A,N/A,Denmark,N/A
Jensen,M. C.,N/A,N/A,N/A,N/A,En dansk Amerikansk prdsts erindringer fra 1888-94.,1927,N/A,N/A,Woels,Copenhagen,127 p.,N/A,N/A,N/A,N/A,Lutheran clergyman in Iowa and Minnesota.,Lutheran clergyman,N/A,N/A,Denmark,"Iowa, Minnesota"
Jensen,P.,N/A,N/A,N/A,N/A,Minder gennem halvfjerd-sindstyve aar.,1920,N/A,N/A,Dannevirkes trykkeri,"Cedar Falls, Iowa",142 p.,N/A,N/A,N/A,N/A,"Pioneer clergyman from Denmark who served in Nebraska, Dakota, Iowa and Wisconsin.",Pioneer clergyman,N/A,N/A,Denmark,"Nebraska, Dakota, Iowa, Wisconsin"
Jenson,Andrew,N/A,N/A,N/A,N/A,Autobiography.,1938,N/A,N/A,Deseret news,Salt Lake City,670 p.,N/A,N/A,N/A,N/A,Historian and biographer of the Mormons.,"Historian, biographer",N/A,N/A,N/A,N/A
Jerger,Joseph Ambrose,N/A,N/A,N/A,N/A,Doctor —here’s your hat; the autobiography of a family doctor.,1939,N/A,N/A,Prentice-Hall,New York,279 p.,N/A,N/A,N/A,N/A,"Experiences of a general practitioner both in Chicago and in Waterloo, Iowa.",Family doctor,1880,N/A,N/A,"Chicago, Waterloo, Iowa"
Jeritza,Maria,N/A,N/A,N/A,N/A,Sunlight and song.,1924,N/A,N/A,Appleton,New York & London,262 p.,N/A,N/A,N/A,N/A,Austrian-born opera star who performed often in the U.S.,Opera star,N/A,N/A,Austria,N/A
Jernigan,Charles Brougher,N/A,N/A,N/A,N/A,From the prairie schooner to a city flat.,1926,N/A,N/A,N/A,Brooklyn,140 p.,N/A,N/A,N/A,N/A,"Cowboy, then Methodist evangelist in Texas, Oklahoma and New York.","Cowboy, Methodist evangelist",1863,N/A,N/A,"Texas, Oklahoma, New York"
Jerome,Chauncey,N/A,N/A,N/A,N/A,"History of the American clock business for the past sixty years, and life of Chauncey Jerome, written by himself.",1860,N/A,N/A,"F. C. Dayton, Jr.",New Haven,144 p.,N/A,N/A,N/A,N/A,The author was a leading clockmaker during the first half of the nineteenth century.,Clock maker,1793,1868,N/A,N/A
Jessup,Henry Harris,N/A,N/A,N/A,N/A,Fifty-three years in Syria.,1910,N/A,2 vols.,Revell,New York,N/A,N/A,N/A,N/A,N/A,By a Presbyterian missionary.,Presbyterian missionary,1832,1910,N/A,Syria
Jeter,Henry Norval,N/A,N/A,N/A,N/A,Forty-two years experience as a pastor.,N/A,N/A,N/A,N/A,N/A,48 p.,N/A,N/A,N/A,N/A,Negro Baptist clergyman in Rhode Island. The book contains only a few scattered references to the details of his life.,Baptist clergyman,1852,N/A,N/A,Rhode Island
Jeter,Jeremiah Bell,N/A,N/A,N/A,N/A,The recollections of a long life.,1891,N/A,N/A,The Religious Herald co.,"Richmond, Va.",325 p.,N/A,N/A,N/A,N/A,"Baptist clergyman, Negro, whose principal field of labor was in Virginia.",Baptist clergyman,1802,1880,N/A,Virginia
Lett,Curtis,N/A,N/A,N/A,N/A,From prison to pulpit.,1919,N/A,N/A,Kentucky Pentacostal pub. co.,"Louisville, Ky.",79 p.,YES,N/A,N/A,N/A,"The author, a student attending a theological seminary in Kentucky, tells of his conversion while in prison.",N/A,1875,N/A,N/A,Kentucky
